total_games,wins,losses,win_rate,avg_kills,avg_deaths,avg_assists,kda_ratio,kill_participation,player_id,region,most_champ_1,WR_1,W_1,L_1,KDA_1,most_champ_2,WR_2,W_2,L_2,KDA_2,most_champ_3,WR_3,W_3,L_3,KDA_3,TOP,JUNGLE,MID,ADC,SUPPORT,most_role_1,most_role_2,most_role_1_value,most_role_2_value,season_champ_1,cs_1,cpm_1,kda_ratio_1,k_1,d_1,a_1,wr_1,games_1,season_champ_2,cs_2,cpm_2,kda_ratio_2,k_2,d_2,a_2,wr_2,games_2,season_champ_3,cs_3,cpm_3,kda_ratio_3,k_3,d_3,a_3,wr_3,games_3,season_champ_4,cs_4,cpm_4,kda_ratio_4,k_4,d_4,a_4,wr_4,games_4,season_champ_5,cs_5,cpm_5,kda_ratio_5,k_5,d_5,a_5,wr_5,games_5,season_champ_6,cs_6,cpm_6,kda_ratio_6,k_6,d_6,a_6,wr_6,games_6,season_champ_7,cs_7,cpm_7,kda_ratio_7,k_7,d_7,a_7,wr_7,games_7,7d_champ_1,7d_total_1,7d_W_1,7d_L_1,7d_WR_1,7d_champ_2,7d_total_2,7d_W_2,7d_L_2,7d_WR_2,7d_champ_3,7d_total_3,7d_W_3,7d_L_3,7d_WR_3,mastery_champ_1,m_lv_1,mastery_champ_2,m_lv_2,mastery_champ_3,m_lv_3,mastery_champ_4,m_lv_4,mastery_champ_5,m_lv_5,mastery_champ_6,m_lv_6,mastery_champ_7,m_lv_7,mastery_champ_8,m_lv_8,mastery_champ_9,m_lv_9,mastery_champ_10,m_lv_10,mastery_champ_11,m_lv_11,mastery_champ_12,m_lv_12,mastery_champ_13,m_lv_13,mastery_champ_14,m_lv_14,mastery_champ_15,m_lv_15,mastery_champ_16,m_lv_16
20,16,4,0.8,7.7,5.3,9.4,3.23,0.53,민철이여친구함-0415,kr,Viktor,0.8,4,1,3.47,Ambessa,0.75,3,1,3.71,Ezreal,1.0,2,0,0.0,0.05,0.0,0.65,0.25,0.05,MID,ADC,0.65,0.25,Sylas,173.9,7.3,2.78,5.5,4.4,6.7,0.59,51,Hwei,204.6,8.3,4.04,5.3,3.4,8.4,0.79,42,Yone,215.6,8.9,2.21,4.7,4.5,5.3,0.67,42,Smolder,225.7,8.9,2.93,5.3,4.2,6.9,0.69,36,Aurora,194.9,7.9,3.17,6.4,4.0,6.3,0.52,33,Jinx,217.7,8.3,2.01,7.8,6.8,5.8,0.48,33,Corki,216.4,8.7,2.12,5.4,5.2,5.6,0.71,28,Viktor,5,4,1,0.8,Ambessa,4,3,1,0.75,Ezreal,2,2,0,1.0,Sylas,23,Taliyah,19,Ahri,19,LeBlanc,19,Yone,19,Zoe,17,Hwei,17,Tristana,16,Syndra,14,Orianna,14,Corki,14,Azir,13,Akali,13,Katarina,12,Lucian,11,Cassiopeia,11
