player_id,region,total_games,wins,losses,win_rate,avg_kills,avg_deaths,avg_assists,kda_ratio,kill_participation,most_champ_1,WR_1,W_1,L_1,KDA_1,most_champ_2,WR_2,W_2,L_2,KDA_2,most_champ_3,WR_3,W_3,L_3,KDA_3,TOP,JUNGLE,MID,ADC,SUPPORT,most_role_1,most_role_2,most_role_1_value,most_role_2_value,season_champ_1,cs_ssn_1,cpm_ssn_1,kda_ssn_1,k_ssn_1,d_ssn_1,a_ssn_1,wr_ssn_1,games_ssn_1,season_champ_2,cs_ssn_2,cpm_ssn_2,kda_ssn_2,k_ssn_2,d_ssn_2,a_ssn_2,wr_ssn_2,games_ssn_2,season_champ_3,cs_ssn_3,cpm_ssn_3,kda_ssn_3,k_ssn_3,d_ssn_3,a_ssn_3,wr_ssn_3,games_ssn_3,season_champ_4,cs_ssn_4,cpm_ssn_4,kda_ssn_4,k_ssn_4,d_ssn_4,a_ssn_4,wr_ssn_4,games_ssn_4,season_champ_5,cs_ssn_5,cpm_ssn_5,kda_ssn_5,k_ssn_5,d_ssn_5,a_ssn_5,wr_ssn_5,games_ssn_5,season_champ_6,cs_ssn_6,cpm_ssn_6,kda_ssn_6,k_ssn_6,d_ssn_6,a_ssn_6,wr_ssn_6,games_ssn_6,season_champ_7,cs_ssn_7,cpm_ssn_7,kda_ssn_7,k_ssn_7,d_ssn_7,a_ssn_7,wr_ssn_7,games_ssn_7,mastery_champ_1,m_lv_1,mastery_champ_2,m_lv_2,mastery_champ_3,m_lv_3,mastery_champ_4,m_lv_4,mastery_champ_5,m_lv_5,mastery_champ_6,m_lv_6,mastery_champ_7,m_lv_7,mastery_champ_8,m_lv_8,mastery_champ_9,m_lv_9,mastery_champ_10,m_lv_10,mastery_champ_11,m_lv_11,mastery_champ_12,m_lv_12,mastery_champ_13,m_lv_13,mastery_champ_14,m_lv_14,mastery_champ_15,m_lv_15,mastery_champ_16,m_lv_16,7d_champ_1,7d_total_1,7d_W_1,7d_L_1,7d_WR_1,7d_champ_2,7d_total_2,7d_W_2,7d_L_2,7d_WR_2,7d_champ_3,7d_total_3,7d_W_3,7d_L_3,7d_WR_3
간디도롤하면폭력 #레문123,kr,20,11,9,0.55,4.1,4.3,7.5,2.7,0.42,Renekton,0.58,7,5,2.69,K'Sante,0.6,3,2,2.53,Maokai,1.0,1,0,21.0,0.95,0.0,0.0,0.0,0.05,TOP,SUPPORT,0.95,0.05,Renekton,171.4,6.8,2.49,4.4,4.3,6.4,0.56,310,K'Sante,155.9,6.3,2.5,3.3,4.0,6.6,0.55,74,Dr. Mundo,161.8,6.8,2.38,4.3,3.9,4.9,0.53,49,Alistar,18.3,0.8,1.83,1.1,5.9,9.7,0.4,10,Gwen,164.8,6.6,2.58,5.1,4.1,5.5,0.5,8,Aatrox,145.4,5.9,2.14,3.4,4.1,5.4,0.57,7,Mordekaiser,135.6,6.2,3.94,6.8,3.2,5.8,0.8,5,Renekton,234,K'Sante,33,Camille,21,Aatrox,15,Dr. Mundo,14,Graves,12,Malphite,11,Gwen,11,,0,,0,,0,,0,,0,,0,,0,,0,Renekton,45.0,25.0,20.0,0.56,K'Sante,11.0,6.0,5.0,0.55,Maokai,3.0,3.0,0.0,1.0
NS Jiwoo #KR1,kr,20,11,9,0.55,6.4,6.0,9.7,2.68,0.59,Ezreal,1.0,2,0,5.83,Yasuo,0.5,1,1,2.28,Caitlyn,0.5,1,1,2.18,0.05,0.25,0.05,0.55,0.1,ADC,JUNGLE,0.55,0.25,Jhin,194.1,8,3.89,7.9,3.8,7.1,0.6,43,Corki,204.3,8.5,3.01,7.1,4.6,6.6,0.65,37,Ezreal,184.4,7.9,2.61,6.2,4.7,6.1,0.59,37,Caitlyn,213.2,8.3,2.78,7.7,4.5,5.0,0.65,20,Kai'Sa,207.9,8.5,2.73,6.6,4.4,5.4,0.47,19,Ambessa,185.5,7.2,2.68,7.7,4.7,4.8,0.5,18,Ashe,211.3,7.9,2.47,5.8,5.9,8.8,0.59,17,Aphelios,31,Kai'Sa,31,Ezreal,25,Jinx,22,Zeri,20,Maokai,18,Caitlyn,16,Xayah,12,Jhin,16,Varus,12,Ashe,12,Miss Fortune,12,Lucian,10,Kalista,10,Samira,10,,0,Ezreal,2.0,2.0,0.0,1.0,Kalista,2.0,1.0,1.0,0.5,Yasuo,2.0,1.0,1.0,0.5
顺飞丶不可雕 #无暇赴死,kr,20,6,14,0.3,3.5,4.4,4.4,1.8,0.43,Ambessa,0.5,2,2,1.65,Warwick,0.33,1,2,2.56,Pantheon,0.5,1,1,2.14,0.5,0.25,0.15,0.05,0.05,TOP,JUNGLE,0.5,0.25,Warwick,148.3,6.1,2.81,5.4,3.8,5.2,0.59,410,Jax,152,6,1.86,3.4,4.5,4.9,0.49,43,Camille,118.4,4.9,2.59,4.7,4.9,7.9,0.53,34,Renekton,161,6.5,1.94,2.7,3.8,4.6,0.5,18,K'Sante,143.9,5.5,2.82,2.9,3.7,7.6,0.39,18,Skarner,56.6,2.1,2.49,2.6,5.9,12.1,0.59,17,Aurora,140.4,5.6,3.52,3.1,3.0,7.4,0.57,7,Warwick,74,Jax,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Warwick,65.0,36.0,29.0,0.55,Jax,7.0,2.0,5.0,0.29,K'Sante,5.0,4.0,1.0,0.8
bubble tea girl #112,kr,20,11,9,0.55,5.2,5.4,8.3,2.5,0.57,Varus,0.75,3,1,2.26,Jinx,1.0,3,0,3.77,Ezreal,0.0,0,2,1.29,0.0,0.0,0.0,0.7,0.3,ADC,SUPPORT,0.7,0.3,Twitch,165.5,7.1,2.92,8.7,4.9,5.6,0.53,116,Jhin,193.2,7.8,3.83,7.3,3.7,6.8,0.61,56,Rell,22.6,0.9,2.91,1.7,5.9,15.6,0.57,49,Caitlyn,199.8,8.2,2.58,6.6,4.6,5.4,0.44,45,Varus,184.7,7.7,2.64,6.0,4.7,6.4,0.61,33,Jinx,211.4,8.8,2.55,6.0,4.5,5.4,0.48,33,Ashe,189.5,7.5,2.64,5.3,5.4,8.9,0.53,32,Twitch,39,Ezreal,10,Kalista,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Jinx,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Qin Wang #ktz,kr,20,11,9,0.55,2.8,3.1,10.4,4.26,0.64,Neeko,0.55,11,9,4.26,,0.0,0,0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,SUPPORT,MID,1.0,0.0,Neeko,35.4,1.4,3.18,2.7,4.2,10.7,0.57,577,Bard,25.1,0.9,3.35,1.7,4.6,13.9,0.5,22,Nautilus,27.3,1.1,1.74,1.5,6.5,9.8,0.18,11,Pyke,38.9,1.6,2.15,4.0,5.0,6.7,0.18,11,Braum,21.6,0.9,2.69,1.0,5.4,13.5,0.4,10,Blitzcrank,22.5,0.8,1.79,1.0,7.0,11.5,0.17,6,Karma,29.4,1.1,3.08,2.4,5.2,13.6,0.4,5,Neeko,51,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
땅굴팀근이 #dsaxx,kr,20,12,8,0.6,1.6,6.0,13.9,2.58,0.62,Thresh,0.75,3,1,3.47,Rakan,1.0,3,0,4.28,Karma,1.0,2,0,1.75,0.0,0.0,0.0,0.0,1.0,SUPPORT,MID,1.0,0.0,Rell,26.9,1.2,2.72,1.4,5.6,13.8,0.59,27,Thresh,27.4,1.1,3.26,1.2,4.9,14.8,0.61,23,Rakan,30.8,1.3,3.08,1.3,4.7,13.1,0.52,23,Bard,28.1,1.1,3.19,1.3,4.4,12.8,0.53,19,Alistar,27,1,2.89,1.8,6.4,16.6,0.82,17,Poppy,31.7,1.3,2.28,2.8,6.9,13.0,0.67,15,Nautilus,31.1,1.2,2.25,1.3,7.0,14.4,0.6,15,Rakan,23,Thresh,23,Nautilus,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Nautilus,1.0,1.0,0.0,1.0,Rakan,1.0,1.0,0.0,1.0,Karma,1.0,1.0,0.0,1.0
헤리z #6666,kr,20,9,11,0.45,5.3,5.0,7.7,2.6,0.47,Jayce,0.6,3,2,4.35,K'Sante,0.67,2,1,2.47,Aurora,0.33,1,2,2.08,0.7,0.0,0.0,0.25,0.05,TOP,ADC,0.7,0.25,Ambessa,185.9,7.4,2.08,5.0,4.7,4.9,0.5,113,Aurora,191.1,7.6,2.98,5.0,4.0,7.0,0.55,97,Jayce,191.7,8.1,2.36,5.0,4.6,5.8,0.58,80,Rumble,195,7.8,2.96,6.0,4.3,6.8,0.63,64,Yasuo,218.3,8.3,1.66,4.0,5.6,5.3,0.46,59,Smolder,211.7,8.3,1.67,3.9,5.5,5.2,0.48,42,Renekton,209.3,8.2,2.33,5.8,4.8,5.3,0.59,32,Jayce,42,Rumble,27,Renekton,23,Gnar,20,Jax,18,Kennen,17,Lee Sin,16,Graves,15,Aatrox,15,K'Sante,15,Camille,13,Ambessa,13,Fiora,12,Aurora,12,Gragas,10,,0,Jayce,17.0,10.0,7.0,0.59,Ambessa,8.0,5.0,3.0,0.63,K'Sante,7.0,4.0,3.0,0.57
Castle #Jo1,kr,20,11,9,0.55,6.4,4.8,4.5,2.27,0.45,Irelia,0.6,3,2,2.31,Smolder,1.0,3,0,3.4,Gnar,0.0,0,3,0.94,0.9,0.0,0.05,0.0,0.05,TOP,MID,0.9,0.05,Aurora,179.8,7.2,2.39,3.0,3.8,6.0,0.61,23,Ambessa,170,7,1.49,3.7,5.4,4.3,0.43,23,Lee Sin,149.5,5.9,3.45,8.1,4.5,7.5,0.57,21,Nidalee,172.1,6.6,4.14,8.5,4.2,8.7,0.68,19,Gnar,166.3,7.6,1.81,4.1,4.4,3.9,0.53,17,Jax,176.8,7.1,1.89,5.2,4.4,3.1,0.57,14,Yone,171.5,8.3,1.47,4.2,4.1,1.8,0.33,12,Jayce,28,Lee Sin,26,Camille,23,Akali,21,Irelia,20,Aatrox,19,Gragas,18,Gnar,18,Sylas,16,Jax,16,Renekton,16,Fiora,14,Gangplank,14,Sett,12,K'Sante,10,,0,Irelia,5.0,3.0,2.0,0.6,Smolder,3.0,3.0,0.0,1.0,Gnar,3.0,0.0,3.0,0.0
好運蓮蓮 #Azuma,kr,20,12,8,0.6,6.0,3.9,4.8,2.77,0.46,Vladimir,0.67,12,6,3.26,Nautilus,0.0,0,2,0.87,,0.0,0,0,0.0,0.0,0.0,0.85,0.05,0.1,MID,SUPPORT,0.85,0.1,Vladimir,177.8,7.7,3.67,6.4,3.1,4.9,0.64,182,Nautilus,25.8,1.2,1.58,1.8,6.0,7.8,0.5,4,Smolder,186.5,7.4,1.83,3.5,6.0,7.5,0.5,2,Aurora,151.5,6.8,0.93,3.0,7.0,3.5,0.0,2,Leona,24,1.3,1.5,0.5,5.0,7.0,0.0,2,Aurelion Sol,88,5.4,0.14,0.0,7.0,1.0,0.0,1,Morgana,12,0.8,1,0.0,4.0,4.0,0.0,1,Vladimir,36,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Vladimir,21.0,15.0,6.0,0.71,Nautilus,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0
조신한 서포터 #0804,kr,20,11,9,0.55,2.0,4.5,13.4,3.42,0.61,Thresh,0.75,3,1,2.8,Leona,0.67,2,1,4.36,Nautilus,0.67,2,1,3.93,0.0,0.0,0.0,0.0,1.0,SUPPORT,MID,1.0,0.0,Thresh,25.4,1.1,4.15,1.3,3.7,14.0,0.77,26,Poppy,25.1,1,3.48,3.0,4.8,13.6,0.71,21,Nautilus,26.8,1.1,3.47,2.2,4.4,13.0,0.68,19,Galio,35.8,1.5,3.93,1.7,3.4,11.6,0.77,13,Leona,24.7,1,3.65,1.2,4.2,14.1,0.64,11,Rell,31.8,1.1,3.66,2.5,5.4,17.1,0.55,11,Braum,26,1,3.65,1.7,4.9,16.0,0.86,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thresh,2.0,1.0,1.0,0.5,Leona,2.0,1.0,1.0,0.5,Nautilus,1.0,1.0,0.0,1.0
이름없는 방패 #KR1,kr,20,9,10,0.47,1.2,5.6,10.9,2.16,0.55,Leona,0.29,2,5,2.0,Braum,0.6,3,2,2.79,Blitzcrank,0.67,2,1,1.86,0.0,0.0,0.0,0.0,0.0,MID,JUNGLE,0.0,0.0,Renekton,187.6,7.5,2.11,4.0,4.4,5.4,0.52,69,Jax,160.8,6.6,1.87,4.0,4.5,4.5,0.66,58,Rumble,167.7,6.9,1.89,4.0,4.9,5.3,0.44,43,Maokai,147.3,5.9,1.84,1.9,5.0,7.4,0.49,39,Gnar,172.2,7.1,2.01,4.0,4.8,5.6,0.52,31,Lee Sin,154.6,6.2,2.97,6.4,4.8,7.7,0.62,29,Gwen,174.4,7.2,1.73,4.4,5.1,4.4,0.5,28,Lee Sin,10,Renekton,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Leona,21.0,12.0,9.0,0.57,Braum,15.0,7.0,8.0,0.47,Nautilus,7.0,4.0,3.0,0.57
젊은 이재석 #대재석,kr,20,14,6,0.7,4.5,3.1,3.4,2.55,0.36,Garen,0.72,13,5,2.65,Braum,1.0,1,0,2.29,K'Sante,0.0,0,1,1.25,0.85,0.0,0.1,0.0,0.05,TOP,MID,0.85,0.1,Garen,187.6,7.6,2.45,5.6,3.6,3.3,0.56,421,K'Sante,169.5,5.6,1.83,4.5,4.5,3.8,0.75,4,Braum,27,0.8,2.29,3.0,7.0,13.0,1.0,1,Urgot,205,6.5,1.44,7.0,9.0,6.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Garen,38,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Garen,47.0,24.0,23.0,0.51,Braum,1.0,1.0,0.0,1.0,K'Sante,1.0,0.0,1.0,0.0
你阿媽大減價 #長崎舞娘出,kr,20,7,13,0.35,4.8,5.7,7.5,2.16,0.49,Orianna,1.0,2,0,3.4,Syndra,0.5,1,1,3.89,Yone,0.0,0,2,1.42,0.05,0.0,0.55,0.25,0.15,MID,ADC,0.55,0.25,Yone,192.8,8.1,1.88,3.8,4.7,4.9,0.44,52,Aurora,175.9,7.4,3.01,5.4,3.5,5.2,0.56,34,Azir,216.2,8.4,3,5.0,3.9,6.6,0.55,31,Jhin,167.8,7.5,3.07,4.1,3.3,6.1,0.45,31,Galio,165.2,7.2,3.58,3.8,3.8,9.8,0.69,26,Ahri,218.3,8,4.95,7.2,3.0,7.9,0.57,21,Orianna,185.2,7.9,2.67,3.7,4.1,7.3,0.53,17,Azir,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Aurora,4.0,2.0,2.0,0.5,Jhin,3.0,0.0,3.0,0.0,Orianna,2.0,2.0,0.0,1.0
kakaxi7 #KR1,kr,20,11,9,0.55,4.3,4.2,8.4,3.02,0.58,Viktor,0.67,4,2,4.32,Poppy,0.67,2,1,1.25,Nautilus,1.0,1,0,13.33,0.05,0.1,0.55,0.0,0.3,MID,SUPPORT,0.55,0.3,Sylas,149.7,6.8,3.41,6.2,3.6,6.0,0.64,45,Galio,182.7,7.3,4.92,3.7,2.8,10.1,0.62,39,Aurora,200,7.7,3.68,5.8,3.5,7.1,0.41,39,Azir,212.1,8.3,2.11,3.9,4.9,6.5,0.54,28,Orianna,187.8,8,4.68,4.2,2.9,9.3,0.68,25,Akali,191.6,7.4,3.59,7.5,3.6,5.3,0.65,23,Twisted Fate,187.4,7.8,3.91,3.6,3.0,8.1,0.61,23,Orianna,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Viktor,11.0,7.0,4.0,0.64,Poppy,6.0,3.0,3.0,0.5,Azir,5.0,3.0,2.0,0.6
오늘 반찬은 너야 #Yammy,kr,20,8,12,0.4,5.7,5.1,4.3,1.96,0.47,Yone,0.83,5,1,3.48,Jayce,0.33,1,2,1.88,Gragas,0.0,0,2,2.25,0.75,0.0,0.15,0.05,0.05,TOP,MID,0.75,0.15,Ambessa,184.2,7.4,2.49,7.2,5.0,5.2,0.71,21,Aatrox,186.3,7.6,3.21,7.1,3.8,5.1,0.73,15,Yone,207.1,8.3,2.28,5.0,4.2,4.5,0.75,12,Jayce,215.9,7.9,1.66,6.2,6.3,4.3,0.25,12,Pyke,29.4,1.1,3.73,6.0,4.7,11.6,1.0,7,Riven,161.9,7.2,2.73,6.4,3.7,3.7,0.71,7,Ezreal,225.2,8.2,3.34,8.8,4.8,7.3,0.67,6,Aatrox,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Yone,3.0,3.0,0.0,1.0,Jayce,3.0,1.0,2.0,0.33,Gragas,2.0,0.0,2.0,0.0
비난 받을 각오 #KR0,kr,20,13,6,0.68,2.1,3.9,13.4,3.97,0.6,Maokai,1.0,6,0,4.19,Nautilus,1.0,3,0,6.38,Leona,0.33,1,2,2.73,0.0,0.0,0.0,0.0,1.0,SUPPORT,MID,1.0,0.0,Rakan,23.8,1,3.51,1.1,4.3,14.1,0.5,32,Lulu,18.8,0.7,3.26,1.7,4.7,13.5,0.39,31,Pyke,28.4,1.1,2.49,4.9,6.7,11.7,0.64,25,Poppy,25.9,1,2.66,3.4,6.0,12.4,0.71,21,Karma,25.4,1.1,3.51,1.8,3.9,12.0,0.65,17,Rell,23.8,1.1,6.13,2.3,3.6,19.7,1.0,15,Leona,29.8,1.1,2.61,1.8,5.3,12.1,0.67,12,Malzahar,16,Zilean,13,Nautilus,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
ice seven zero #0721,kr,20,11,9,0.55,5.4,3.2,7.5,4.03,0.59,Zyra,0.5,2,2,3.88,Vi,0.67,2,1,5.6,Viego,0.33,1,2,2.86,0.0,1.0,0.0,0.0,0.0,JUNGLE,MID,1.0,0.0,Skarner,151.2,6.2,4.83,5.1,3.4,11.4,0.61,49,Graves,209.8,8.7,3.41,8.0,4.3,6.6,0.67,36,Zyra,212.9,8.6,4.48,7.0,3.6,9.2,0.66,32,Kha'Zix,192.7,8.3,3.92,7.3,3.3,5.8,0.75,12,Smolder,234.5,8.6,1.74,5.8,5.8,4.3,0.6,10,Vi,198.3,6.8,3.48,6.2,4.4,9.2,0.56,9,Kindred,181.9,7.6,1.98,6.3,5.4,4.4,0.63,8,Graves,19,Lee Sin,15,Viego,15,Nidalee,12,Karthus,11,Kindred,11,Brand,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
Bang #BJS,kr,20,11,9,0.55,2.2,5.9,14.8,2.88,0.65,Rell,0.5,2,2,1.71,Rakan,1.0,2,0,3.5,Lulu,0.5,1,1,4.45,0.0,0.1,0.0,0.2,0.7,SUPPORT,ADC,0.7,0.2,Jhin,186.7,7.7,4.39,6.2,3.5,9.0,0.67,63,Ashe,197.1,7.4,2.67,4.9,5.1,8.7,0.44,45,Corki,186.4,7.7,2.97,5.4,4.1,6.9,0.43,28,Kog'Maw,181.8,7.4,3.43,5.6,4.2,9.0,0.8,25,Varus,177.9,7.8,2.91,5.0,4.0,6.7,0.52,23,Jinx,194.2,7.9,2.45,5.3,4.5,5.8,0.43,23,Kai'Sa,217.9,7.9,2.45,5.9,5.2,6.9,0.36,22,Ezreal,38,Jhin,31,Kai'Sa,30,Tristana,19,Lucian,19,Ashe,18,Varus,18,Jinx,15,Xayah,13,Kalista,13,Alistar,13,Caitlyn,12,Kog'Maw,12,Corki,12,Sivir,11,Miss Fortune,10,,,,,,,,,,,,,,,
DK ShowMaker #KR1,kr,18,13,5,0.72,5.9,3.9,5.5,2.92,0.48,Irelia,0.83,5,1,3.03,Diana,0.5,1,1,3.89,Kassadin,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,MID,JUNGLE,0.0,0.0,Sylas,173.7,7.7,4.11,8.3,3.5,6.0,0.74,27,Yone,226.3,9.1,2.58,4.6,3.9,5.5,0.5,22,Orianna,198.9,8.7,5.03,5.7,2.6,7.2,0.71,14,Aurora,169.5,8,3.41,4.9,3.3,6.3,0.57,14,Akali,238.2,8.7,5.42,8.3,2.6,5.8,0.8,10,Poppy,32.1,1.3,4.19,4.3,3.6,10.6,0.78,9,Yasuo,191.7,8.6,1.74,4.1,4.8,4.2,0.56,9,Syndra,34,LeBlanc,26,Katarina,23,Yasuo,16,Taliyah,12,Zoe,11,Cassiopeia,11,Ryze,11,Yone,15,Sylas,14,Azir,14,Akali,11,Lucian,11,Ezreal,10,Irelia,10,,0,Diana,2.0,1.0,1.0,0.5,Irelia,1.0,1.0,0.0,1.0,Jhin,1.0,1.0,0.0,1.0
gyd2 #xmm,kr,20,11,9,0.55,6.9,4.9,6.4,2.71,0.55,Aurora,0.67,2,1,3.44,Sylas,0.33,1,2,2.63,Jayce,0.33,1,2,1.9,0.2,0.05,0.65,0.0,0.1,MID,TOP,0.65,0.2,Graves,178.1,7.6,3.56,8.3,4.1,6.2,0.6,82,Viego,170.6,6.6,3.7,8.4,4.3,7.6,0.52,65,Zyra,174.4,7.3,3.75,5.7,3.9,8.8,0.53,58,Skarner,144.6,5.9,4.77,5.3,3.1,9.4,0.62,52,Lee Sin,165,6.2,4.08,8.5,4.1,8.4,0.51,43,Miss Fortune,157.3,7.4,2.12,4.8,4.6,4.9,0.63,16,Nidalee,155.6,6.6,3.43,6.2,4.1,7.8,0.46,13,Graves,12,Viego,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Aurora,5.0,4.0,1.0,0.8,Orianna,5.0,2.0,3.0,0.4,Jayce,3.0,1.0,2.0,0.33
bai se zhi chuan #满怀期待,kr,20,8,12,0.4,6.3,4.9,6.6,2.63,0.55,Smolder,0.67,2,1,4.0,Varus,1.0,2,0,3.22,Corki,0.5,1,1,3.43,0.0,0.0,0.05,0.8,0.15,ADC,SUPPORT,0.8,0.15,Corki,172,7.5,2.19,6.4,6.0,6.7,0.59,97,Jhin,177.2,7.4,2.78,6.9,5.0,7.1,0.54,56,Graves,161.9,6.9,2.53,8.1,5.6,6.1,0.66,53,Varus,169,7.5,2.46,7.2,5.7,7.0,0.67,42,Ashe,158.9,7,2.45,6.4,5.7,7.6,0.48,40,Viego,147.5,6.3,2.36,6.8,5.6,6.4,0.51,39,Kai'Sa,193.4,7.8,2.38,7.3,5.5,5.8,0.58,36,Graves,11,Corki,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Corki,1.0,1.0,0.0,1.0,Jhin,1.0,1.0,0.0,1.0,Leona,1.0,0.0,1.0,0.0
zcxsdasdas #KR1,kr,20,11,9,0.55,5.1,4.5,6.3,2.53,0.47,Jayce,0.2,1,4,2.15,Viktor,0.5,2,2,2.04,Ambessa,1.0,3,0,3.5,0.75,0.0,0.2,0.0,0.05,TOP,MID,0.75,0.2,Ambessa,190.5,7.7,2.77,6.6,3.9,4.2,0.72,58,Gnar,213.9,8.5,2.24,4.3,3.8,4.2,0.5,40,K'Sante,181.8,8,2.41,3.6,3.3,4.4,0.56,36,Jayce,219.5,8.1,2.26,5.5,5.0,5.9,0.58,24,Rumble,187,7.7,1.86,4.1,5.4,5.9,0.35,17,Aurora,208.9,7.8,3.94,8.0,3.8,6.9,0.44,9,Ryze,274.5,9.4,3.16,7.8,4.6,6.9,0.63,8,Jayce,20,Gnar,18,K'Sante,18,Kennen,16,Rumble,16,Camille,15,Aatrox,14,Jax,10,Fiora,10,,0,,0,,0,,0,,0,,0,,0,Ambessa,15.0,8.0,7.0,0.53,Jayce,10.0,5.0,5.0,0.5,Gnar,10.0,2.0,8.0,0.2
Win LOL #MID,kr,20,6,14,0.3,5.1,4.4,3.6,1.98,0.46,Yone,0.57,4,3,2.03,Akali,0.14,1,6,1.56,Qiyana,0.2,1,4,2.33,0.05,0.1,0.8,0.05,0.0,MID,JUNGLE,0.8,0.1,Qiyana,169,7,3.15,7.0,4.1,5.8,0.56,121,Akali,173.8,7.3,3.55,6.9,3.3,4.7,0.56,93,Yone,196.5,8,2.59,4.5,3.8,5.4,0.5,70,Yasuo,198.3,8.2,1.76,4.4,5.4,5.1,0.43,7,Orianna,174.4,6.9,2.77,3.0,5.2,11.4,0.8,5,Lee Sin,141,5.7,3.25,5.0,4.0,8.0,1.0,1,Sylas,177,8.3,Perfect,6.0,0.0,5.0,1.0,1,Qiyana,38,Akali,25,Yone,22,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Yone,5.0,3.0,2.0,0.6,Akali,4.0,0.0,4.0,0.0,Qiyana,3.0,1.0,2.0,0.33
ALong #4002,kr,20,8,12,0.4,5.0,6.3,6.5,1.83,0.51,Caitlyn,0.33,2,4,1.49,Ashe,0.6,3,2,2.79,Ezreal,0.25,1,3,1.81,0.05,0.0,0.0,0.85,0.1,ADC,SUPPORT,0.85,0.1,Ashe,195.4,8.1,3.2,4.9,4.1,8.1,0.61,142,Jhin,191,7.8,3.51,5.6,3.8,7.8,0.56,98,Corki,222.3,8.5,2.96,6.4,4.7,7.4,0.49,78,Kai'Sa,223.4,8.5,3.28,7.6,4.2,6.2,0.57,74,Varus,210.1,8.3,3.59,6.7,3.9,7.1,0.67,64,Ezreal,178.7,7.6,2.29,5.7,4.9,5.6,0.43,51,Caitlyn,207,8.2,2.29,6.9,5.4,5.5,0.41,39,Kai'Sa,32,Ashe,28,Ezreal,25,Jhin,23,Varus,19,Jinx,19,Aphelios,15,Irelia,12,Zeri,13,Caitlyn,13,Corki,12,,0,,0,,0,,0,,0,Caitlyn,12.0,6.0,6.0,0.5,Ashe,7.0,4.0,3.0,0.57,Ezreal,7.0,3.0,4.0,0.43
e7c3c0fd-cee3-4399-877b-baf89c9f6f46 #EUW,euw,20,10,10,0.5,4.2,9.0,4.7,0.99,0.35,Sion,0.71,5,2,1.25,Cho'Gath,0.33,1,2,1.09,Ambessa,0.33,1,2,0.79,0.8,0.05,0.1,0.05,0.0,TOP,MID,0.8,0.1,Gragas,231.8,8.8,1.4,5.0,7.0,4.8,0.63,95,Sion,250.9,9,1.12,5.9,9.6,4.8,0.62,78,Ambessa,218.4,8,1.11,5.5,9.0,4.5,0.53,32,Cho'Gath,257.2,9.4,1.73,8.5,7.6,4.7,0.67,30,Volibear,222.3,8.4,0.99,4.1,8.7,4.5,0.44,25,Quinn,209.4,7.6,1.62,8.6,8.5,5.2,0.61,23,Kled,240.9,8.9,1.7,7.2,7.4,5.3,0.89,18,Gragas,12,Sion,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Sion,12.0,8.0,4.0,0.67,Ambessa,8.0,3.0,5.0,0.38,Gragas,4.0,2.0,2.0,0.5
