player_id,region,total_games,wins,losses,win_rate,avg_kills,avg_deaths,avg_assists,kda_ratio,kill_participation,most_champ_1,WR_1,W_1,L_1,KDA_1,most_champ_2,WR_2,W_2,L_2,KDA_2,most_champ_3,WR_3,W_3,L_3,KDA_3,TOP,JUNGLE,MID,ADC,SUPPORT,most_role_1,most_role_2,most_role_1_value,most_role_2_value,season_champ_1,cs_ssn_1,cpm_ssn_1,kda_ssn_1,k_ssn_1,d_ssn_1,a_ssn_1,wr_ssn_1,games_ssn_1,season_champ_2,cs_ssn_2,cpm_ssn_2,kda_ssn_2,k_ssn_2,d_ssn_2,a_ssn_2,wr_ssn_2,games_ssn_2,season_champ_3,cs_ssn_3,cpm_ssn_3,kda_ssn_3,k_ssn_3,d_ssn_3,a_ssn_3,wr_ssn_3,games_ssn_3,season_champ_4,cs_ssn_4,cpm_ssn_4,kda_ssn_4,k_ssn_4,d_ssn_4,a_ssn_4,wr_ssn_4,games_ssn_4,season_champ_5,cs_ssn_5,cpm_ssn_5,kda_ssn_5,k_ssn_5,d_ssn_5,a_ssn_5,wr_ssn_5,games_ssn_5,season_champ_6,cs_ssn_6,cpm_ssn_6,kda_ssn_6,k_ssn_6,d_ssn_6,a_ssn_6,wr_ssn_6,games_ssn_6,season_champ_7,cs_ssn_7,cpm_ssn_7,kda_ssn_7,k_ssn_7,d_ssn_7,a_ssn_7,wr_ssn_7,games_ssn_7,mastery_champ_1,m_lv_1,mastery_champ_2,m_lv_2,mastery_champ_3,m_lv_3,mastery_champ_4,m_lv_4,mastery_champ_5,m_lv_5,mastery_champ_6,m_lv_6,mastery_champ_7,m_lv_7,mastery_champ_8,m_lv_8,mastery_champ_9,m_lv_9,mastery_champ_10,m_lv_10,mastery_champ_11,m_lv_11,mastery_champ_12,m_lv_12,mastery_champ_13,m_lv_13,mastery_champ_14,m_lv_14,mastery_champ_15,m_lv_15,mastery_champ_16,m_lv_16,7d_champ_1,7d_total_1,7d_W_1,7d_L_1,7d_WR_1,7d_champ_2,7d_total_2,7d_W_2,7d_L_2,7d_WR_2,7d_champ_3,7d_total_3,7d_W_3,7d_L_3,7d_WR_3
둘리도우너또치 #KR1,kr,20,15,5,0.75,5.7,4.4,6.5,2.77,0.43,Rumble,0.8,4,1,2.77,Gnar,1.0,4,0,3.67,Renekton,0.5,2,2,1.55,0.9,0.0,0.05,0.05,0.0,TOP,MID,0.9,0.05,Rumble,187.4,7.6,2.6,5.2,4.4,6.3,0.59,98,Gnar,185.6,7.6,2.33,4.8,4.6,5.9,0.49,55,Ryze,218.3,8.5,2.53,4.7,4.5,6.6,0.62,45,Renekton,181.8,8,2.94,3.7,3.3,5.9,0.63,16,Jax,142.9,6.6,1.67,4.3,4.8,3.7,0.4,15,Mordekaiser,189.3,7.2,2.73,7.2,4.8,5.9,0.7,10,Gragas,170.8,7.3,2.11,2.2,4.6,7.5,0.7,10,Rumble,31,Gnar,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Gnar,4.0,4.0,0.0,1.0,Rumble,4.0,3.0,1.0,0.75,Ryze,2.0,2.0,0.0,1.0
夜刀神 #的粉丝,kr,20,13,7,0.65,6.3,3.7,5.3,3.14,0.45,Zed,0.57,4,3,3.09,Talon,0.6,3,2,4.05,Aatrox,1.0,3,0,7.25,0.65,0.0,0.3,0.05,0.0,TOP,MID,0.65,0.3,Talon,166.3,6.8,3.12,8.0,4.3,5.4,0.62,231,Zed,173.6,7.3,2.83,4.9,3.4,4.8,0.68,25,Yasuo,166.5,7.2,1.78,4.6,5.4,4.9,0.45,11,Pyke,29.9,1.2,1.39,5.3,8.5,6.5,0.2,10,Aatrox,179.3,7,4.83,4.8,2.0,4.8,0.83,6,Yone,153.7,7,2.21,5.5,4.0,3.3,0.67,6,Pantheon,28.3,1.1,1.6,7.5,8.8,6.7,0.5,6,Talon,27,Zed,19,Yasuo,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Talon,3.0,2.0,1.0,0.67,Aatrox,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0
Let me Jug #0126,kr,20,14,6,0.7,6.9,5.4,8.9,2.93,0.58,Karthus,0.71,5,2,2.6,Miss Fortune,0.75,3,1,3.27,Jarvan IV,0.67,2,1,2.79,0.0,0.65,0.0,0.3,0.05,JUNGLE,ADC,0.65,0.3,Karthus,184.5,7.5,2.58,9.2,7.1,9.1,0.62,111,Graves,179,7.2,2.81,7.9,5.1,6.4,0.52,69,Nidalee,143.9,6.1,3.65,5.7,3.6,7.5,0.53,66,Lee Sin,138.6,5.5,2.9,7.0,5.0,7.5,0.58,52,Jarvan IV,138.7,5.6,2.97,4.6,5.2,10.9,0.54,46,Taliyah,176.2,7.2,3.38,7.3,4.5,8.0,0.62,37,Rell,24.5,1,2.57,1.6,6.1,14.1,0.5,14,Lee Sin,31,Nidalee,27,Karthus,26,Graves,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Jarvan IV,1.0,1.0,0.0,1.0,Hecarim,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0
Motive #SE2,kr,20,12,8,0.6,2.4,4.9,13.5,3.24,0.65,Braum,1.0,3,0,11.0,Renata Glasc,0.67,2,1,3.83,Bard,0.67,2,1,3.0,0.0,0.05,0.0,0.0,0.95,SUPPORT,JUNGLE,0.95,0.05,Rell,25.3,1.1,3.8,2.0,4.3,14.4,0.61,38,Poppy,26.5,1,2.87,2.9,5.3,12.3,0.56,36,Braum,24.7,1,4.11,1.2,4.3,16.3,0.71,31,Alistar,23.8,1,2.71,1.5,5.2,12.6,0.54,26,Rakan,24.7,1.1,4,1.2,2.9,10.3,0.55,22,Renata Glasc,25.9,1.1,3.03,1.6,4.8,12.9,0.5,18,Bard,25.1,1,3.58,1.5,4.2,13.5,0.65,17,Nautilus,23,Alistar,22,Rell,19,Thresh,18,Rakan,18,Leona,16,Renata Glasc,14,Karma,13,Braum,13,Blitzcrank,11,,0,,0,,0,,0,,0,,0,Rakan,1.0,1.0,0.0,1.0,Poppy,1.0,1.0,0.0,1.0,Maokai,1.0,0.0,1.0,0.0
flmfans #6324,kr,20,15,5,0.75,7.2,5.7,8.1,2.68,0.6,Taliyah,0.83,5,1,4.12,Miss Fortune,1.0,4,0,1.92,Graves,1.0,3,0,5.13,0.0,0.75,0.0,0.25,0.0,JUNGLE,ADC,0.75,0.25,Viego,155.9,6.6,3.14,7.4,4.6,7.1,0.57,182,Taliyah,165.5,6.9,3.17,7.8,5.4,9.4,0.56,156,Graves,177.2,7.3,3.2,9.4,5.1,7.0,0.55,94,Miss Fortune,174.2,7,2.85,8.7,6.1,8.6,0.61,31,Karthus,188.6,7.5,2.6,8.7,7.0,9.4,0.44,27,Ekko,163.7,6.5,2.9,8.9,5.5,7.1,0.48,21,Jarvan IV,158.1,6,2.88,7.8,7.0,12.3,0.33,18,Viego,19,Taliyah,17,Graves,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
yu7 #1026,kr,20,9,11,0.45,7.1,3.3,8.1,4.61,0.58,Taliyah,0.57,4,3,4.54,Qiyana,0.43,3,4,4.4,Talon,0.33,2,4,5.1,0.0,0.05,0.95,0.0,0.0,MID,JUNGLE,0.95,0.05,Qiyana,188.4,7.3,4.41,6.8,3.0,6.6,0.57,203,Taliyah,201.6,7.6,4.22,5.9,3.3,8.0,0.53,161,Talon,196.9,7.8,4.88,7.3,2.7,6.1,0.53,79,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Qiyana,29,Talon,27,Taliyah,27,,,,,,,,,,,,,,,,,,,,,,,,,,,Qiyana,8.0,3.0,5.0,0.38,Taliyah,7.0,4.0,3.0,0.57,Talon,6.0,2.0,4.0,0.33
Chu성훈 #KR1,kr,20,14,6,0.7,2.1,5.3,16.7,3.55,0.64,Karma,0.57,4,3,2.61,Rakan,1.0,5,0,5.48,Poppy,0.6,3,2,2.56,0.0,0.0,0.0,0.0,1.0,SUPPORT,MID,1.0,0.0,Pyke,28.4,1.1,2.85,5.1,5.2,9.7,0.55,193,Poppy,25.4,1,2.54,2.5,5.5,11.4,0.56,190,Blitzcrank,23.2,0.9,3.03,1.8,4.6,12.2,0.56,123,Bard,26.9,1.1,2.96,1.5,4.7,12.5,0.42,67,Rell,22.1,0.9,3.11,1.8,5.2,14.3,0.53,47,Kai'Sa,180.7,7.6,2.27,4.4,4.7,6.2,0.55,40,Neeko,34.8,1.5,2.15,2.3,5.5,9.6,0.36,33,Pyke,95,Blitzcrank,90,Thresh,54,Bard,42,Poppy,18,Nautilus,18,Alistar,17,Karma,16,Rakan,14,Rell,14,Lee Sin,10,Janna,10,,0,,0,,0,,0,Poppy,22.0,12.0,10.0,0.55,Karma,11.0,8.0,3.0,0.73,Rakan,8.0,6.0,2.0,0.75
抖音Jwad #青岛吹瓶王,kr,20,10,10,0.5,4.5,5.2,7.8,2.37,0.49,Ashe,0.45,5,6,1.98,Varus,0.5,3,3,2.53,Jhin,0.5,1,1,3.86,0.05,0.0,0.0,0.95,0.0,ADC,TOP,0.95,0.05,Ashe,180.7,7.4,2.67,4.8,5.0,8.6,0.55,287,Varus,184.5,7.5,2.5,4.7,4.8,7.2,0.58,43,Jhin,188.9,7.6,2.53,4.9,4.9,7.6,0.47,34,Jinx,192.7,7.8,2.7,7.1,5.2,7.0,0.58,26,Caitlyn,203.5,8,1.92,5.2,6.0,6.4,0.41,22,Smolder,236.5,8.2,1.94,6.0,6.4,6.4,0.53,15,Nautilus,26.5,1.1,2.26,1.1,6.0,12.5,0.62,13,Ashe,26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Ashe,7.0,3.0,4.0,0.43,Varus,4.0,2.0,2.0,0.5,Jhin,2.0,1.0,1.0,0.5
머이런놈이 #KR2,kr,20,11,9,0.55,5.5,4.4,5.3,2.45,0.47,Shen,0.71,5,2,6.47,Camille,0.5,2,2,2.15,Azir,0.25,1,3,2.05,0.75,0.0,0.2,0.0,0.05,TOP,MID,0.75,0.2,Camille,180.3,7.5,2.71,7.4,4.4,4.6,0.62,77,Shen,183.8,7.4,4.54,5.8,2.9,7.2,0.68,65,Azir,214.5,8.5,2.17,5.1,4.7,5.2,0.45,22,Dr. Mundo,179.1,8,2.98,6.1,3.2,3.5,0.67,15,Smolder,222.5,8.8,3.29,4.9,3.1,5.3,0.8,10,Ambessa,163.7,7.1,1.7,4.1,4.4,3.4,0.56,9,Ryze,255,9.4,2.3,6.6,5.4,5.8,0.6,5,Camille,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
qweasdqweasdqw #KR1,kr,20,14,6,0.7,5.4,4.5,11.5,3.76,0.62,Corki,1.0,4,0,6.0,Blitzcrank,1.0,2,0,3.0,Neeko,0.5,1,1,5.63,0.05,0.0,0.0,0.5,0.45,ADC,SUPPORT,0.5,0.45,Corki,214.6,8.3,4.15,8.8,3.9,7.3,0.68,25,Ezreal,184.3,8.5,3.8,6.1,2.6,3.6,0.5,16,Viktor,180.6,8.9,5.83,5.1,1.9,6.1,0.92,12,Miss Fortune,216.9,8.8,3.07,7.1,4.6,7.0,0.75,12,Jhin,218.6,8.8,5,6.6,2.9,7.8,0.63,8,Varus,192.3,7.9,3.09,6.8,4.1,6.0,0.63,8,Xerath,163.9,6.6,6.18,8.9,3.1,10.6,0.71,7,Lucian,13,Ezreal,12,Sylas,10,Varus,10,Kai'Sa,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Corki,5.0,4.0,1.0,0.8,Blitzcrank,2.0,2.0,0.0,1.0,Ziggs,2.0,1.0,1.0,0.5
Win Worlds #KR1,kr,20,13,7,0.65,4.4,4.4,4.4,2.0,0.44,Azir,0.67,12,6,2.06,Syndra,1.0,1,0,3.67,Poppy,0.0,0,1,0.17,0.05,0.0,0.9,0.0,0.05,MID,TOP,0.9,0.05,Azir,219.3,8.8,1.96,6.0,5.2,4.2,0.56,630,Nasus,183.1,7.1,1.66,4.2,5.4,4.8,0.46,26,Viktor,173,7.6,0.76,2.0,5.4,2.1,0.0,7,Corki,226,8.5,1.29,5.2,6.8,3.7,0.33,6,Varus,182.2,7.5,2.33,6.6,5.4,6.0,0.4,5,Hwei,175.3,8.2,1.75,3.7,4.0,3.3,0.67,3,Vayne,156.3,7.6,2.75,5.7,2.7,1.7,0.33,3,Azir,100,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Azir,87.0,48.0,39.0,0.55,Viktor,4.0,0.0,4.0,0.0,Poppy,2.0,0.0,2.0,0.0
정뚱땡 #다이어트,kr,20,13,7,0.65,5.6,4.4,5.8,2.59,0.49,Varus,0.75,6,2,3.0,Ashe,0.83,5,1,2.74,Miss Fortune,0.0,0,2,6.25,0.0,0.0,0.0,1.0,0.0,ADC,MID,1.0,0.0,Jhin,206.1,8.2,5.33,6.4,2.7,8.1,0.65,49,Aphelios,195.7,7.8,2.83,6.3,4.3,5.9,0.63,41,Hwei,154.2,6.2,3.17,4.2,4.2,9.2,0.59,37,Varus,187.9,7.9,2.88,6.7,3.9,4.6,0.53,30,Jinx,201.4,8.3,3.22,5.0,3.4,6.0,0.52,29,Kai'Sa,209.2,8.4,4.2,6.7,3.3,7.0,0.73,26,Ashe,169.9,7.5,2.4,3.0,4.1,6.9,0.52,25,Lucian,12,Aphelios,11,Jhin,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Varus,4.0,4.0,0.0,1.0,Aphelios,1.0,1.0,0.0,1.0,Corki,1.0,1.0,0.0,1.0
Pollu #0107,kr,20,11,9,0.55,2.5,5.3,11.9,2.72,0.63,Nautilus,0.67,2,1,4.08,Leona,0.67,2,1,2.18,Seraphine,1.0,2,0,10.5,0.05,0.0,0.0,0.0,0.95,SUPPORT,TOP,0.95,0.05,Rell,18.7,0.8,3.11,1.2,4.8,13.9,0.5,133,Nautilus,22.6,0.9,2.7,1.4,5.3,12.9,0.55,126,Poppy,21.5,0.9,2.72,2.4,4.7,10.3,0.57,122,Leona,22.8,0.9,2.58,1.1,5.4,12.7,0.5,50,Pyke,29.2,1.1,2.97,5.0,4.6,8.8,0.53,47,Renata Glasc,23.4,0.9,4.15,1.1,3.8,14.5,0.7,43,Alistar,17.5,0.8,3.49,1.3,4.1,13.1,0.6,35,Nautilus,49,Rakan,31,Rell,30,Karma,23,Pyke,22,Renata Glasc,22,Alistar,19,Leona,19,Poppy,18,Braum,15,Thresh,12,Lulu,12,Ornn,11,Tahm Kench,10,Blitzcrank,10,,0,Leona,8.0,7.0,1.0,0.88,Nautilus,7.0,5.0,2.0,0.71,Poppy,7.0,4.0,3.0,0.57
타 잔 #KR1,kr,20,7,13,0.35,5.6,5.9,7.3,2.19,0.61,Nidalee,0.0,0,2,0.92,Zyra,1.0,1,0,0.0,Kindred,1.0,1,0,0.0,0.1,0.65,0.0,0.05,0.2,JUNGLE,SUPPORT,0.65,0.2,Nidalee,164.3,6.8,4.07,7.3,4.5,11.0,0.77,22,Lee Sin,167.7,6.5,3.21,8.3,5.5,9.5,0.65,17,Graves,190.9,8.3,4.51,8.4,3.3,6.5,0.92,13,Zyra,211.1,8.2,4.19,7.3,4.0,9.5,0.69,13,Vi,147.6,6.1,2.4,5.9,6.2,8.9,0.73,11,Skarner,149.2,5.9,2.72,5.0,5.8,10.8,0.4,10,Kindred,139.6,6.6,2.39,6.1,5.1,6.1,0.57,7,Lee Sin,51,Graves,32,Nidalee,26,Taliyah,20,Elise,20,Kha'Zix,18,Gragas,15,Kindred,14,Ezreal,13,Viego,12,Lillia,12,Vi,12,Sejuani,11,Camille,11,Diana,11,Xin Zhao,11,Nidalee,2.0,0.0,2.0,0.0,Kindred,1.0,1.0,0.0,1.0,Zed,1.0,1.0,0.0,1.0
xycg #KR1,kr,20,9,11,0.45,5.1,6.7,8.6,2.04,0.58,Viktor,0.75,3,1,2.33,Corki,0.67,2,1,3.0,Neeko,0.5,1,1,3.0,0.0,0.0,0.05,0.65,0.3,ADC,SUPPORT,0.65,0.3,Jinx,201,8.5,3.06,7.5,4.5,6.3,0.56,72,Corki,177.8,7.8,2.49,6.6,5.1,6.2,0.55,58,Caitlyn,203.6,8.4,2.46,6.3,4.5,4.8,0.52,48,Jhin,194.7,8.2,3.59,6.6,3.7,6.8,0.6,47,Kog'Maw,210.6,8.1,2.96,7.7,5.3,7.9,0.58,45,Kalista,201.3,8,2.59,8.8,5.8,6.2,0.53,45,Kai'Sa,188.2,8.3,2.99,6.7,4.4,6.5,0.66,41,Kai'Sa,47,Ezreal,39,Jinx,26,Aphelios,25,Lucian,24,Kalista,22,Jhin,20,Xayah,19,Varus,18,Ashe,18,Zeri,17,Caitlyn,16,Senna,15,Draven,15,Miss Fortune,15,Tristana,13,Corki,7.0,6.0,1.0,0.86,Viktor,7.0,4.0,3.0,0.57,Varus,3.0,2.0,1.0,0.67
douyin szl #szl,kr,20,10,10,0.5,5.7,4.4,5.3,2.5,0.43,Aurora,0.8,4,1,4.1,Viktor,0.5,2,2,2.73,Sylas,0.25,1,3,1.67,0.1,0.0,0.65,0.25,0.0,MID,ADC,0.65,0.25,Taliyah,195,7.6,4.06,8.6,4.4,9.3,0.64,157,Viego,159.8,6.7,3.38,6.5,4.3,8.0,0.47,17,Nidalee,165.2,7.4,4.35,6.7,3.1,6.6,0.64,14,Lee Sin,173.9,6.2,3.75,9.9,5.0,8.9,0.63,8,Aurora,207.3,7,3.48,7.7,4.2,6.8,0.67,6,Sylas,136.7,6,1.74,3.8,5.2,5.2,0.33,6,Viktor,190,7.8,3.22,6.0,3.6,5.6,0.6,5,Taliyah,24,Nidalee,15,Renekton,10,Lee Sin,10,K'Sante,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
Ryusei #BLue,kr,20,8,12,0.4,5.6,5.9,8.4,2.37,0.53,Syndra,0.0,0,3,2.1,Azir,0.5,1,1,3.5,Viktor,0.5,1,1,2.71,0.05,0.0,0.85,0.0,0.1,MID,SUPPORT,0.85,0.1,Hwei,190.1,7.5,3.09,4.9,4.4,8.6,0.62,42,Aurora,192.6,7.7,3.6,7.8,3.9,6.3,0.6,42,Yone,231.8,8.7,2.52,5.5,4.5,5.8,0.64,25,Viktor,192.7,8.5,2.48,4.7,4.0,5.4,0.65,23,Akali,176.6,7.5,3.09,7.2,3.9,4.7,0.41,22,Sylas,158.3,6.7,2.35,6.8,5.4,5.8,0.53,19,Corki,226.4,8.6,2.21,6.3,4.8,4.3,0.5,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Azir,5.0,3.0,2.0,0.6,Corki,4.0,2.0,2.0,0.5,Yone,3.0,2.0,1.0,0.67
Fun #12121,kr,20,10,10,0.5,8.0,4.5,5.8,3.07,0.57,Viego,0.6,6,4,3.09,Corki,0.75,3,1,3.37,Graves,0.5,1,1,3.9,0.0,0.8,0.0,0.2,0.0,JUNGLE,ADC,0.8,0.2,Graves,205,8.2,3.67,8.4,3.9,5.8,0.52,81,Elise,151.4,6.6,4.37,8.8,3.2,5.1,0.6,47,Viego,184.5,7.5,4.5,7.9,3.3,7.1,0.72,39,Kai'Sa,199.4,8.6,3.06,6.8,4.0,5.3,0.67,39,Lee Sin,147.6,6.6,3.61,6.8,3.6,6.0,0.5,38,Nidalee,179.5,7.4,3.88,7.1,3.8,7.7,0.55,22,Corki,181.5,8.4,2.64,5.0,4.0,5.5,0.6,20,Graves,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
qiufans #wq007,kr,20,11,9,0.55,2.8,5.5,10.9,2.49,0.55,Rell,0.5,2,2,2.31,Rakan,0.67,2,1,3.17,Renata Glasc,1.0,2,0,9.67,0.0,0.0,0.05,0.2,0.75,SUPPORT,ADC,0.75,0.2,Rell,27.3,1.1,3.01,1.8,5.7,15.4,0.57,97,Kai'Sa,201.9,8.3,2.91,8.3,5.0,6.4,0.59,79,Ashe,185.9,7.4,2.29,5.3,6.4,9.4,0.56,70,Corki,191.9,7.9,2.22,6.6,6.4,7.5,0.6,42,Jinx,210.6,8.2,3.05,7.3,5.2,8.5,0.57,37,Aphelios,188.3,8.2,1.71,5.8,5.9,4.4,0.47,32,Senna,30.2,1.4,3.53,2.6,4.4,12.9,0.72,29,Kai'Sa,18,Rell,13,Ashe,12,Draven,10,Zeri,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Rell,13.0,6.0,7.0,0.46,Rakan,7.0,3.0,4.0,0.43,Neeko,4.0,2.0,2.0,0.5
로저스 #8602,kr,20,10,10,0.5,1.5,4.4,11.6,2.98,0.61,Alistar,0.83,5,1,3.84,Braum,0.4,2,3,2.73,Nautilus,0.4,2,3,2.09,0.0,0.0,0.0,0.0,1.0,SUPPORT,MID,1.0,0.0,Nautilus,27.9,1.1,2.34,1.7,6.0,12.4,0.54,203,Alistar,25.4,1,2.8,1.6,5.1,12.6,0.56,68,Braum,24.8,1,2.65,1.1,6.0,14.9,0.57,47,Rakan,28,1.1,2.58,1.3,5.8,13.7,0.46,46,Karma,30.8,1.2,2.63,1.6,5.5,12.8,0.5,38,Leona,28.4,1.2,2.2,1.5,5.8,11.4,0.51,37,Galio,30.8,1.3,2.63,2.1,5.3,11.9,0.72,32,Nautilus,17,Jax,16,Kindred,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Braum,3.0,1.0,2.0,0.33,Alistar,2.0,1.0,1.0,0.5,Nautilus,1.0,0.0,1.0,0.0
희태시기 #1119,kr,20,7,13,0.35,5.8,5.5,8.0,2.51,0.6,Zyra,0.38,5,8,2.64,Viego,0.33,1,2,1.89,Lillia,1.0,1,0,6.0,0.0,1.0,0.0,0.0,0.0,JUNGLE,MID,1.0,0.0,Lee Sin,158.6,6.2,3.55,8.0,4.8,9.2,0.58,166,Zyra,191.3,7.6,3.3,5.5,4.7,9.9,0.56,118,Viego,159.2,6.7,2.92,6.8,4.7,6.9,0.47,79,Graves,194.9,8,2.36,7.3,5.5,5.7,0.47,55,Nidalee,173.5,6.8,3.35,7.6,4.7,8.0,0.43,51,Gragas,156,6.4,2.46,3.4,4.5,7.6,0.56,39,Xin Zhao,159.4,6.5,2.96,7.2,5.4,8.6,0.53,34,Lee Sin,65,Xin Zhao,63,Nidalee,42,Viego,28,Graves,26,Taliyah,20,Olaf,15,Lillia,15,Rek'Sai,16,Gragas,16,Zyra,14,Elise,14,Rumble,13,Hecarim,11,Jarvan IV,11,Karthus,10,Zyra,26.0,11.0,15.0,0.42,Lee Sin,20.0,11.0,9.0,0.55,Gragas,7.0,4.0,3.0,0.57
PlanB #2006,kr,20,13,7,0.65,1.8,3.3,15.2,5.15,0.64,Lulu,1.0,4,0,9.5,Rakan,0.67,2,1,10.0,Rell,0.67,2,1,6.17,0.05,0.0,0.0,0.0,0.95,SUPPORT,TOP,0.95,0.05,Rakan,24.9,1.1,3.89,1.0,3.5,12.8,0.47,62,Rell,24.2,1,3.6,1.5,5.0,16.3,0.55,44,Bard,24.7,1,5.07,1.8,3.4,15.3,0.63,35,Leona,24.8,1,2.74,1.4,6.1,15.4,0.6,30,Jhin,205.1,8.3,4.73,6.2,2.8,7.2,0.56,25,Thresh,25.2,1,3.14,1.6,4.8,13.5,0.52,25,Renata Glasc,25.6,1.1,3.93,1.6,4.3,15.3,0.7,23,Rakan,29,Nautilus,26,Thresh,23,Rell,20,Renata Glasc,16,Leona,16,Karma,12,Pyke,12,Lulu,12,Blitzcrank,11,Alistar,11,Nami,11,Bard,10,,0,,0,,0,Lulu,4.0,4.0,0.0,1.0,Rakan,3.0,2.0,1.0,0.67,Nautilus,3.0,2.0,1.0,0.67
평창생고기 #1222,kr,20,15,5,0.75,5.5,4.1,5.4,2.66,0.47,Sylas,0.6,3,2,2.82,Viktor,0.75,3,1,2.1,Akali,0.67,2,1,2.55,0.1,0.0,0.8,0.05,0.05,MID,TOP,0.8,0.1,Akali,186.3,7.6,3.55,8.5,3.7,4.6,0.75,28,Sylas,170.9,7.9,3.34,6.0,3.4,5.5,0.58,24,Yone,212.8,8.4,2.65,5.6,4.9,7.5,0.68,19,Aurora,186.4,7.5,4.35,8.8,4.1,8.9,0.88,16,Ambessa,170.8,7.7,1.8,4.4,4.5,3.7,0.42,12,Galio,162.1,7.8,3.06,4.5,3.9,7.4,0.75,8,Syndra,217.6,8.6,4.47,9.8,3.8,7.2,0.8,5,Kassadin,53,Sylas,52,Akali,36,Aatrox,26,Galio,25,Vladimir,24,Qiyana,13,Renekton,12,Yone,14,Irelia,13,Syndra,10,Pantheon,10,,0,,0,,0,,0,,,,,,,,,,,,,,,
Winter0 #KR1,kr,20,9,11,0.45,3.9,5.3,9.8,2.58,0.56,Nautilus,0.67,2,1,2.0,Ashe,0.5,1,1,2.62,Alistar,0.5,1,1,2.6,0.05,0.1,0.05,0.15,0.65,SUPPORT,ADC,0.65,0.15,Viego,164.6,7.1,4.28,6.8,3.0,6.2,0.59,49,Lee Sin,147.5,5.9,4.99,7.7,3.3,8.6,0.64,36,Nidalee,168.1,6.6,5.59,6.6,2.8,9.3,0.61,18,Zyra,182.4,7.1,3.65,4.2,3.9,10.0,0.53,17,Lillia,175.2,7.1,4.17,5.6,2.9,6.6,0.56,16,Graves,201.9,7.8,3.11,7.2,4.0,5.3,0.44,16,Jarvan IV,155.2,5.9,4.18,4.0,4.6,15.2,0.58,12,Lee Sin,60,Nidalee,27,Elise,22,Graves,20,Kha'Zix,17,Yasuo,17,Taliyah,16,Jhin,13,Zed,13,Rek'Sai,12,Ezreal,12,Lucian,12,Ekko,12,Kalista,11,Vayne,11,Kindred,10,Braum,1.0,1.0,0.0,1.0,Sylas,1.0,1.0,0.0,1.0,Ashe,1.0,1.0,0.0,1.0
Alencidi #KRO,kr,20,8,12,0.4,3.4,3.7,5.2,2.32,0.44,Viego,1.0,2,0,14.0,Yone,0.0,0,2,1.67,Viktor,0.0,0,2,0.67,0.25,0.15,0.6,0.0,0.0,MID,TOP,0.6,0.25,Aurora,201.2,7.8,3.23,5.5,4.0,7.3,0.54,50,Akali,180.3,7.6,2.9,6.9,4.1,5.0,0.57,49,Ahri,216,8.2,3.56,6.4,4.0,7.9,0.54,41,Yone,224.5,8.7,2.26,4.4,4.3,5.4,0.46,41,Hwei,182.3,8.4,3.3,4.7,3.3,6.2,0.65,40,Syndra,222.9,8.2,3.08,7.1,4.7,7.3,0.67,39,Corki,222.1,8.5,2.17,6.9,6.1,6.2,0.54,35,Ahri,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Viktor,4.0,2.0,2.0,0.5,Irelia,4.0,1.0,3.0,0.25,Viego,2.0,2.0,0.0,1.0
