summoner,region,rank,tier,lp,most_champion_1,most_champion_2,most_champion_3,level,win,loss,winrate
리오1 #KOR,vn,186,CHALLENGER,701.0,Jinx,Kai'Sa,Corki,634,89,47,0.65
Xuống Bot Cân 3 #AdGap,vn,187,CHALLENGER,701.0,Graves,Hecarim,Lillia,474,576,546,0.51
Salieri #112,vn,188,CHALLENGER,700.0,Gangplank,Alistar,Zac,783,244,205,0.54
bad christmas #hqn,vn,189,CHALLENGER,700.0,Nidalee,Graves,Ryze,408,229,186,0.55
knight #kk9,vn,19,CHALLENGER,1114.0,LeBlanc,Akali,Aurora,781,132,65,0.67
Bánh Bao Piglet #bbb,vn,190,CHALLENGER,700.0,Elise,Viego,Yuumi,796,128,84,0.6
Lady up #kaisa,vn,191,CHALLENGER,699.0,Kai'Sa,Jhin,Kha'Zix,916,255,201,0.56
MC211 #VCK,vn,192,CHALLENGER,698.0,Graves,Lee Sin,Ryze,666,172,123,0.58
Shawty #0910,vn,193,CHALLENGER,696.0,Kai'Sa,Jhin,Ashe,823,140,96,0.59
Cá Bé Con #Pena1,vn,194,CHALLENGER,696.0,Pyke,Renekton,Yuumi,912,189,166,0.53
N0BOD #LVMK,vn,195,CHALLENGER,695.0,Sylas,Graves,Lee Sin,223,131,83,0.61
3138 #371,vn,196,CHALLENGER,695.0,Galio,Swain,Sylas,1692,262,216,0.55
Yujiro Hanma #2112,vn,197,CHALLENGER,694.0,Graves,Jarvan IV,Elise,1228,226,177,0.56
TopTalent #VN3,vn,198,CHALLENGER,694.0,Ambessa,K'Sante,Yone,362,212,175,0.55
