player_id,region,total_games,wins,losses,win_rate,avg_kills,avg_deaths,avg_assists,kda_ratio,kill_participation,most_champ_1,WR_1,W_1,L_1,KDA_1,most_champ_2,WR_2,W_2,L_2,KDA_2,most_champ_3,WR_3,W_3,L_3,KDA_3,TOP,JUNGLE,MID,ADC,SUPPORT,most_role_1,most_role_2,most_role_1_value,most_role_2_value,season_champ_1,cs_ssn_1,cpm_ssn_1,kda_ssn_1,k_ssn_1,d_ssn_1,a_ssn_1,wr_ssn_1,games_ssn_1,season_champ_2,cs_ssn_2,cpm_ssn_2,kda_ssn_2,k_ssn_2,d_ssn_2,a_ssn_2,wr_ssn_2,games_ssn_2,season_champ_3,cs_ssn_3,cpm_ssn_3,kda_ssn_3,k_ssn_3,d_ssn_3,a_ssn_3,wr_ssn_3,games_ssn_3,season_champ_4,cs_ssn_4,cpm_ssn_4,kda_ssn_4,k_ssn_4,d_ssn_4,a_ssn_4,wr_ssn_4,games_ssn_4,season_champ_5,cs_ssn_5,cpm_ssn_5,kda_ssn_5,k_ssn_5,d_ssn_5,a_ssn_5,wr_ssn_5,games_ssn_5,season_champ_6,cs_ssn_6,cpm_ssn_6,kda_ssn_6,k_ssn_6,d_ssn_6,a_ssn_6,wr_ssn_6,games_ssn_6,season_champ_7,cs_ssn_7,cpm_ssn_7,kda_ssn_7,k_ssn_7,d_ssn_7,a_ssn_7,wr_ssn_7,games_ssn_7,7d_champ_1,7d_total_1,7d_W_1,7d_L_1,7d_WR_1,7d_champ_2,7d_total_2,7d_W_2,7d_L_2,7d_WR_2,7d_champ_3,7d_total_3,7d_W_3,7d_L_3,7d_WR_3,mastery_champ_1,m_lv_1,mastery_champ_2,m_lv_2,mastery_champ_3,m_lv_3,mastery_champ_4,m_lv_4,mastery_champ_5,m_lv_5,mastery_champ_6,m_lv_6,mastery_champ_7,m_lv_7,mastery_champ_8,m_lv_8,mastery_champ_9,m_lv_9,mastery_champ_10,m_lv_10,mastery_champ_11,m_lv_11,mastery_champ_12,m_lv_12,mastery_champ_13,m_lv_13,mastery_champ_14,m_lv_14,mastery_champ_15,m_lv_15,mastery_champ_16,m_lv_16
도깨비왕 #KR2,kr,20,12,8,0.6,4.6,5.4,9.7,2.65,0.57,Taliyah,1.0,2,0,2.86,Gragas,0.5,1,1,8.0,Jarvan IV,0.5,1,1,5.2,0.05,0.6,0.0,0.1,0.25,JUNGLE,SUPPORT,0.6,0.25,Graves,206.5,8.1,4.29,9.5,3.6,5.8,0.68,28,Skarner,145.6,6.2,4.98,6.1,3.2,9.7,0.64,28,Xin Zhao,162.9,7.1,3.77,5.6,3.6,7.9,0.59,17,Viego,171.2,7.4,4.48,6.6,2.5,4.8,0.62,13,Elise,137.2,6,4.09,8.3,3.5,6.2,0.62,13,Vi,165,6.7,3.72,5.5,3.9,9.1,0.73,11,Lee Sin,173.8,6.3,2.63,5.5,5.1,7.9,0.36,11,Taliyah,1.0,1.0,0.0,1.0,Jarvan IV,1.0,0.0,1.0,0.0,Gragas,1.0,0.0,1.0,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Equinox #fa04,kr,20,13,7,0.65,4.2,3.8,6.5,2.82,0.43,Renekton,0.75,3,1,1.95,K'Sante,0.33,1,2,1.86,Gragas,0.5,1,1,5.75,0.95,0.0,0.0,0.0,0.05,TOP,SUPPORT,0.95,0.05,K'Sante,175.2,7.3,2.66,3.6,3.6,5.9,0.61,54,Aurora,185.3,7.5,3.53,5.2,3.3,6.4,0.67,36,Gnar,188,7.8,2.38,4.3,3.5,4.0,0.6,35,Renekton,202.3,8.2,2.5,4.6,3.8,5.0,0.58,33,Jax,188.6,7.3,2.57,4.6,3.9,5.6,0.5,32,Ambessa,172.5,7,1.95,4.4,4.6,4.6,0.42,31,Gragas,173.6,6.7,2.8,4.3,4.0,6.9,0.61,28,Gragas,1.0,1.0,0.0,1.0,Renekton,1.0,1.0,0.0,1.0,K'Sante,1.0,1.0,0.0,1.0,Jayce,31,K'Sante,24,Aatrox,20,Renekton,19,Jax,19,Camille,16,Kennen,16,Gangplank,14,Gragas,16,Gnar,16,Rumble,13,Gwen,11,Irelia,11,Sett,10,,0,,0
Karis #KR4,kr,20,12,8,0.6,5.9,4.3,6.9,2.98,0.47,Sylas,0.0,0,3,2.15,K'Sante,1.0,2,0,2.8,Viktor,0.5,1,1,3.13,0.15,0.0,0.7,0.1,0.05,MID,TOP,0.7,0.15,Yone,226.8,9.1,3.25,5.6,3.4,5.5,0.62,90,Orianna,210.8,8.4,4.72,6.0,3.0,8.0,0.8,49,Tristana,233.3,8.8,4.27,8.0,2.9,4.3,0.67,18,Smolder,232.3,9,3.35,5.8,3.4,5.5,0.69,16,Syndra,217.6,8.1,3.7,6.2,3.7,7.6,0.53,15,Sylas,194.4,7.4,2.62,6.0,4.3,5.2,0.36,14,Corki,232.1,9.2,3.83,8.3,3.6,5.5,0.54,13,Sylas,2.0,0.0,2.0,0.0,Galio,1.0,1.0,0.0,1.0,Yone,1.0,1.0,0.0,1.0,Akali,29,Orianna,25,Sylas,24,LeBlanc,24,Yone,24,Yasuo,18,Azir,17,Aatrox,16,Jayce,16,Tristana,16,Lucian,16,Syndra,15,Corki,15,Zoe,11,Galio,11,Ryze,11
Bonnie #0314,kr,20,13,7,0.65,2.6,4.5,12.1,3.27,0.59,Rakan,0.8,4,1,3.07,Skarner,0.75,3,1,4.79,Leona,0.25,1,3,1.77,0.0,0.4,0.0,0.0,0.6,SUPPORT,JUNGLE,0.6,0.4,Graves,195.8,7.7,3.35,7.8,4.3,6.7,0.51,127,Lee Sin,157.7,6.4,3.87,6.6,3.8,8.0,0.52,100,Leona,28.1,1.2,2.69,1.7,5.4,12.9,0.59,69,Viego,172.5,6.7,2.96,7.3,4.9,7.3,0.56,68,Nidalee,163.9,7,4.39,6.5,3.5,8.8,0.61,57,Xin Zhao,158.3,6.5,3.59,5.4,4.0,8.8,0.63,54,Skarner,141.5,5.7,3.49,4.6,4.0,9.5,0.45,44,Rakan,5.0,4.0,1.0,0.8,Skarner,4.0,3.0,1.0,0.75,Leona,4.0,1.0,3.0,0.25,Nidalee,49,Viego,41,Graves,34,Lee Sin,27,Vi,21,Xin Zhao,20,Taliyah,20,Poppy,20,Kindred,19,Rakan,16,Elise,13,Leona,13,Sejuani,12,Wukong,12,Olaf,12,Jarvan IV,11
Witt #123,kr,20,15,5,0.75,6.4,3.6,8.2,4.06,0.56,Zoe,0.7,7,3,4.37,Ezreal,0.88,7,1,3.84,LeBlanc,1.0,1,0,2.0,0.0,0.0,0.55,0.4,0.05,MID,ADC,0.55,0.4,Zoe,139.5,6,4.02,5.7,3.3,7.5,0.6,177,Ezreal,168.5,7.1,5.13,7.2,3.0,8.2,0.78,18,LeBlanc,142.6,6.7,3.33,2.9,2.6,5.7,0.57,7,Jhin,163,6.4,2.82,3.7,3.7,6.7,0.33,3,Akali,159,7.3,2.4,6.5,5.0,5.5,1.0,2,Orianna,155.5,5.9,3.7,5.5,5.0,13.0,1.0,2,Ahri,136,6.7,5.14,5.0,3.5,13.0,0.5,2,Zoe,5.0,4.0,1.0,0.8,Ezreal,3.0,3.0,0.0,1.0,LeBlanc,1.0,1.0,0.0,1.0,Zoe,126,Ezreal,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
TT SeTab #2025,kr,20,10,10,0.5,4.3,4.8,7.9,2.54,0.51,Viktor,0.33,1,2,2.2,Sylas,1.0,2,0,5.33,K'Sante,1.0,2,0,2.6,0.1,0.05,0.8,0.0,0.05,MID,TOP,0.8,0.1,Aurora,189.4,8.1,3.02,4.6,3.5,5.8,0.55,115,Yone,213.2,8.8,2.11,3.7,4.2,5.2,0.54,82,LeBlanc,192,8.2,3.54,5.5,3.2,5.7,0.54,80,Akali,200.1,7.8,2.93,7.0,3.8,4.1,0.56,64,Syndra,212.7,8.6,2.69,4.9,4.1,6.1,0.52,52,Viego,157.8,6.2,2.78,6.8,5.2,7.8,0.51,45,Corki,219.8,8.7,2.96,6.3,4.2,6.2,0.73,44,Aurora,8.0,4.0,4.0,0.5,Akali,5.0,4.0,1.0,0.8,Sylas,5.0,2.0,3.0,0.4,LeBlanc,36,Syndra,35,Zoe,30,Yone,29,Akali,26,Azir,18,Orianna,17,Sylas,14,Lucian,16,Ryze,15,Aurora,14,Neeko,14,Tristana,14,Corki,14,Ahri,12,Zed,10
사 용 수 #KR1,kr,20,16,4,0.8,5.1,3.8,7.3,3.26,0.44,Kennen,1.0,6,0,5.86,Viego,0.75,3,1,2.84,Rumble,1.0,3,0,4.2,0.65,0.25,0.05,0.0,0.05,TOP,JUNGLE,0.65,0.25,Kennen,202,7.9,3.18,4.6,3.5,6.5,0.66,62,Rumble,191.6,7.8,3.74,4.3,3.0,7.1,0.65,23,Jax,149.4,7.2,1.78,2.1,2.9,3.1,0.61,23,Gnar,182.8,8,2.25,3.0,3.4,4.5,0.45,20,Smolder,205.3,8.4,2.3,3.4,3.7,5.0,0.67,12,K'Sante,203.8,7.6,2.63,2.8,3.4,6.2,0.67,12,Vayne,161.8,7.8,2.09,4.3,3.1,2.2,0.64,11,,,,,,,,,,,,,,,,Ekko,88,Gangplank,72,Rumble,59,Kennen,56,Jayce,51,Vladimir,38,Aatrox,37,Ryze,33,Fiora,27,Ezreal,26,Gwen,23,Graves,21,Lulu,19,Gragas,18,Twisted Fate,16,Viktor,16
Let me sup #KR1,kr,20,8,12,0.4,2.1,4.3,12.9,3.49,0.68,Bard,0.4,2,3,6.13,Braum,0.67,2,1,6.4,Thresh,0.33,1,2,3.7,0.0,0.0,0.0,0.0,1.0,SUPPORT,MID,1.0,0.0,Thresh,31.3,1.3,4.95,2.2,3.1,13.0,0.67,70,Rell,26.4,1.1,4.72,2.3,3.9,16.1,0.68,50,Bard,33.8,1.3,7.02,2.2,2.5,15.5,0.58,45,Braum,27.1,1.1,5.24,1.7,3.1,14.4,0.67,15,Alistar,22.6,1.1,4.49,2.7,3.3,11.9,0.67,12,Maokai,33.8,1.4,3.62,2.1,3.8,11.6,0.56,9,Nautilus,27.1,1.1,3.22,1.9,4.0,11.0,0.5,8,Thresh,1.0,0.0,1.0,0.0,Alistar,1.0,0.0,1.0,0.0,Rell,1.0,0.0,1.0,0.0,Thresh,90,Bard,62,Rell,41,Alistar,27,Tahm Kench,23,Rakan,20,Nautilus,19,Braum,18,Leona,16,Janna,14,Karma,13,Morgana,12,Blitzcrank,11,Lulu,10,,0,,0
Radiohead #KR1,kr,20,13,7,0.65,6.5,4.1,8.1,3.56,0.6,Kindred,1.0,4,0,5.47,Viego,0.67,2,1,8.0,Lee Sin,0.67,2,1,3.23,0.0,0.85,0.0,0.15,0.0,JUNGLE,ADC,0.85,0.15,Viego,196.5,7,3.95,7.6,3.9,7.8,0.61,59,Lee Sin,175.8,6.6,3.3,6.9,4.6,8.3,0.52,46,Nidalee,196,6.8,4.67,5.9,3.3,9.4,0.63,35,Kindred,189.5,7.1,3.28,8.0,4.7,7.3,0.57,35,Graves,205.6,7.9,2.64,6.9,5.4,7.3,0.56,25,Lillia,197.6,7.6,3.65,5.2,3.7,8.4,0.64,14,Xin Zhao,162.7,6.7,3.16,5.4,5.1,10.7,0.67,12,Kindred,2.0,2.0,0.0,1.0,Lee Sin,2.0,1.0,1.0,0.5,Xin Zhao,2.0,0.0,2.0,0.0,Lee Sin,146,Graves,58,Nidalee,51,Kha'Zix,42,Viego,40,Gragas,38,Ezreal,32,Rek'Sai,30,Kindred,29,Elise,28,Jarvan IV,28,Taliyah,21,Jayce,21,Sejuani,20,Jhin,18,Rengar,16
触目惊心 #0120,kr,20,13,7,0.65,3.8,3.1,8.5,3.97,0.59,Corki,0.83,5,1,5.57,Braum,0.6,3,2,4.41,Nautilus,0.67,2,1,4.5,0.0,0.0,0.05,0.45,0.5,SUPPORT,ADC,0.5,0.45,Ashe,187.9,7.9,3.75,5.4,3.4,7.3,0.6,120,Jhin,195.1,8.3,4.59,5.3,2.6,6.5,0.51,103,Corki,188.8,8.1,3.36,5.7,3.6,6.3,0.55,82,Kai'Sa,203.8,8.5,3.91,6.1,3.0,5.7,0.57,68,Ezreal,202.1,7.9,3.84,6.1,3.5,7.4,0.55,55,Leona,29.9,1.1,3.25,1.2,4.5,13.5,0.51,43,Nautilus,26.3,1.2,3.79,1.6,3.2,10.5,0.52,29,,,,,,,,,,,,,,,,Leona,16,Ashe,16,Rell,15,Jhin,14,Ezreal,12,Rakan,12,Nautilus,11,Kai'Sa,10,Corki,10,,0,,0,,0,,0,,0,,0,,0
DRX Teddy #멍청이,kr,20,13,7,0.65,5.7,3.9,5.9,2.97,0.56,Ashe,0.75,3,1,3.28,Jhin,1.0,2,0,6.33,Varus,1.0,2,0,5.0,0.0,0.05,0.1,0.8,0.05,ADC,MID,0.8,0.1,Jhin,214.2,8.8,3.94,7.7,3.9,7.5,0.65,60,Ezreal,193.2,8.2,2.79,6.6,4.7,6.6,0.55,38,Kai'Sa,224.2,9.2,3.52,8.9,4.3,6.3,0.67,36,Ashe,182,8.4,2.82,5.7,4.5,7.1,0.72,32,Corki,215.7,8.6,3.3,8.1,4.5,6.8,0.74,23,Caitlyn,195.3,8.6,2.95,7.0,4.3,5.6,0.64,22,Kalista,218.1,8.4,2.92,8.9,5.4,6.8,0.5,16,Caitlyn,5.0,3.0,2.0,0.6,Ashe,4.0,3.0,1.0,0.75,Jhin,3.0,2.0,1.0,0.67,Ezreal,38,Jhin,36,Kai'Sa,32,Lucian,24,Kalista,20,Caitlyn,18,Zeri,15,Varus,15,Ashe,15,Vayne,13,Miss Fortune,12,Xayah,11,Aphelios,11,Lee Sin,10,,0,,0
가 리 몬 #가리봉봉,kr,20,11,9,0.55,2.2,4.5,10.6,2.84,0.6,Nautilus,0.38,3,5,2.16,Maokai,0.25,1,3,2.16,Lulu,1.0,1,0,0.0,0.05,0.0,0.0,0.05,0.9,SUPPORT,TOP,0.9,0.05,Rell,23.1,0.9,3.73,1.4,4.5,15.3,0.61,198,Nautilus,24.9,1,2.44,1.6,5.6,12.0,0.45,58,Braum,21,0.9,3.86,0.9,4.2,15.2,0.55,47,Alistar,21.1,0.9,2.53,1.1,5.1,11.8,0.39,33,Leona,27.3,1.1,3.49,1.7,4.0,12.4,0.55,31,Rakan,24.4,1,3.47,1.7,4.3,13.4,0.48,27,Maokai,27,1.1,2.15,1.9,5.7,10.3,0.61,18,Maokai,4.0,1.0,3.0,0.25,Tryndamere,1.0,1.0,0.0,1.0,Leona,1.0,1.0,0.0,1.0,Rell,30,Maokai,21,Nautilus,16,Braum,15,Rakan,15,Alistar,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Bloodborne #PRO,kr,20,12,8,0.6,5.6,6.0,8.7,2.38,0.53,Taliyah,0.8,4,1,2.84,Sylas,0.6,3,2,2.35,Ambessa,0.0,0,4,0.91,0.05,0.0,0.85,0.1,0.0,MID,ADC,0.85,0.1,Jayce,210,8,2.83,6.3,4.8,7.3,0.54,56,Yone,216.8,8.5,2.21,4.5,4.8,6.0,0.66,44,Taliyah,182,7.7,3.1,6.0,4.8,9.0,0.67,39,Orianna,194.8,7.8,3.44,5.8,4.3,9.1,0.61,36,Ryze,215.1,8.4,2.99,6.4,4.9,8.2,0.63,35,Sylas,171.6,7,2.23,5.7,5.5,6.6,0.52,29,Akali,178.4,7.3,3.12,7.6,4.1,5.2,0.61,28,Taliyah,1.0,1.0,0.0,1.0,Ambessa,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
의 주 #트리거,kr,20,11,9,0.55,4.6,4.8,6.1,2.23,0.5,Caitlyn,0.5,2,2,2.68,Ashe,1.0,3,0,7.0,Corki,0.67,2,1,2.87,0.05,0.0,0.15,0.75,0.05,ADC,MID,0.75,0.15,Ashe,207.8,8.5,2.75,4.6,4.5,7.8,0.6,40,Corki,215.7,8.6,2.72,6.6,5.0,6.9,0.62,29,Caitlyn,225.9,8.8,2.96,5.9,4.1,6.2,0.57,23,Aphelios,233.2,9.1,2.32,6.2,5.2,5.9,0.48,23,Ezreal,197.6,8.4,2.82,5.5,3.9,5.5,0.54,13,Jhin,204,8.4,4.48,7.0,3.5,8.7,0.67,12,Kai'Sa,249.3,9.3,3.98,7.4,3.7,7.5,0.73,11,Caitlyn,2.0,1.0,1.0,0.5,Ashe,1.0,1.0,0.0,1.0,Ezreal,1.0,0.0,1.0,0.0,Ezreal,42,Aphelios,40,Kai'Sa,36,Lucian,28,Ashe,20,Varus,19,Zeri,17,Miss Fortune,17,Kalista,15,Jinx,15,Xayah,15,Caitlyn,15,Samira,14,Jhin,13,Tristana,10,Sivir,10
sdawxl #KR1,kr,20,14,6,0.7,4.3,3.2,9.1,4.19,0.54,Twisted Fate,0.74,14,5,4.43,Orianna,0.0,0,1,2.86,,0.0,0,0,0.0,0.05,0.0,0.95,0.0,0.0,MID,TOP,0.95,0.05,Twisted Fate,183.9,8,4.61,4.0,2.7,8.3,0.67,130,Orianna,174.7,7.8,3.78,4.2,3.1,7.5,0.59,29,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Twisted Fate,8.0,6.0,2.0,0.75,Orianna,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,Twisted Fate,86,Orianna,18,LeBlanc,12,Lee Sin,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
도천지 #KR1,kr,20,11,8,0.58,4.8,4.4,8.3,2.98,0.57,Orianna,0.62,8,5,3.31,Twisted Fate,0.75,3,1,2.4,Gragas,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,MID,JUNGLE,0.0,0.0,Orianna,192.6,7.6,3.4,5.3,4.2,8.9,0.6,263,Twisted Fate,196.6,8,2.72,3.6,4.0,7.4,0.48,61,Gragas,161.1,6.4,2.45,2.6,3.3,5.5,0.6,25,Nautilus,25.8,0.9,1.49,0.7,8.8,12.5,0.17,6,Blitzcrank,30.8,1,2.27,1.0,6.5,13.8,0.75,4,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Orianna,5.0,1.0,4.0,0.2,Twisted Fate,3.0,2.0,1.0,0.67,Gragas,1.0,0.0,1.0,0.0,Twisted Fate,153,Orianna,131,Zed,76,Viktor,10,Gragas,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
일산전영찬 #KR1,kr,20,13,7,0.65,6.3,5.3,9.7,3.02,0.62,Nidalee,0.67,4,2,4.04,Viego,0.6,3,2,2.79,Elise,1.0,3,0,3.8,0.05,0.85,0.05,0.0,0.05,JUNGLE,MID,0.85,0.05,Nidalee,169.5,6.9,5.46,7.1,3.1,9.7,0.65,164,Viego,153.9,6.4,3.05,6.7,4.8,8.1,0.56,39,Elise,139.2,5.7,3.29,7.6,4.8,8.2,0.69,36,Lee Sin,157.9,5.9,3.15,6.9,4.9,8.7,0.53,19,Galio,161.8,6.1,2.16,2.0,4.8,8.3,0.54,13,Lissandra,176.8,5.9,3.16,5.5,6.3,14.3,0.63,8,Vi,134.3,6.6,1.64,3.0,3.7,3.0,0.33,3,Nidalee,25.0,17.0,8.0,0.68,Viego,10.0,7.0,3.0,0.7,Elise,7.0,5.0,2.0,0.71,Nidalee,103,Elise,22,Viego,21,Lee Sin,17,Syndra,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
cikcik #KR1,kr,20,10,10,0.5,5.1,6.7,8.7,2.06,0.51,Irelia,0.5,3,3,1.24,Jayce,0.25,1,3,1.89,Skarner,1.0,2,0,5.11,0.3,0.0,0.55,0.0,0.15,MID,TOP,0.55,0.3,Aurora,173.4,7.5,2.48,4.7,4.5,6.5,0.68,60,Sylas,149.3,6.4,2.18,5.5,5.5,6.4,0.54,59,Smolder,200.8,8.6,2.24,6.1,5.2,5.5,0.58,53,Skarner,48.8,2,2.56,4.2,6.0,11.3,0.52,50,Yone,188.6,8.2,1.63,4.1,5.7,5.2,0.56,39,Azir,206.8,8.5,2.24,4.6,4.6,5.8,0.62,37,Corki,211.3,8.7,1.94,6.6,6.2,5.3,0.42,36,Skarner,13.0,8.0,5.0,0.62,Irelia,6.0,3.0,3.0,0.5,Jayce,5.0,1.0,4.0,0.2,Yone,33,Sylas,25,Azir,16,Tristana,16,Taliyah,13,K'Sante,13,Skarner,13,Akali,12,Corki,12,Smolder,11,Swain,10,Orianna,10,Aurora,10,,0,,0,,0
Attack Fight #0923,kr,20,9,11,0.45,6.6,4.4,7.8,3.27,0.57,Viego,0.4,4,6,3.4,Skarner,0.5,2,2,3.85,Vi,0.5,1,1,4.33,0.0,0.85,0.15,0.0,0.0,JUNGLE,MID,0.85,0.15,Viego,173.8,6.9,3.22,7.2,4.5,7.4,0.58,178,Graves,197.1,8,3.52,8.1,4.2,6.8,0.6,105,Vi,157.2,6.4,2.96,5.0,4.5,8.2,0.56,101,Lee Sin,157.8,6.2,3.57,7.6,4.5,8.4,0.5,74,Skarner,152,6,3.12,5.1,4.8,9.8,0.51,45,Nidalee,166.1,6.7,3.8,5.8,3.6,8.1,0.5,40,Taliyah,192,7.5,2.63,6.0,5.9,9.6,0.5,28,Viego,4.0,2.0,2.0,0.5,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Viego,75,Lee Sin,71,Graves,57,Kindred,55,Taliyah,40,Nidalee,35,Kha'Zix,23,Vi,17,Gragas,11,Rek'Sai,11,Elise,11,Brand,10,,0,,0,,0,,0
HENA FAN #123,kr,20,12,8,0.6,4.5,5.3,7.7,2.3,0.51,Ashe,0.5,2,2,2.22,Jhin,1.0,3,0,4.4,Miss Fortune,0.67,2,1,2.4,0.0,0.0,0.05,0.9,0.05,ADC,MID,0.9,0.05,Ashe,199.4,7.9,3.78,5.8,4.1,9.5,0.65,80,Varus,199.2,8.2,3.17,6.4,4.0,6.2,0.64,73,Caitlyn,212.8,8.5,2.78,6.1,3.9,4.9,0.49,51,Ezreal,204.3,8.3,3.74,5.8,3.1,6.0,0.55,42,LeBlanc,173.2,7.7,4.34,5.2,2.4,5.1,0.56,41,Jinx,242,9.2,4.13,7.0,3.4,6.9,0.58,31,Jhin,213.3,8.1,4.94,8.0,3.3,8.5,0.63,24,Ashe,14.0,8.0,6.0,0.57,Jinx,6.0,4.0,2.0,0.67,Jhin,5.0,4.0,1.0,0.8,Ezreal,43,Ashe,22,Caitlyn,19,Varus,19,Lucian,18,Kai'Sa,18,Twisted Fate,17,Jhin,14,Sivir,16,Lee Sin,16,Kalista,16,Jinx,16,LeBlanc,15,Vayne,13,Tristana,12,Kog'Maw,11
해 린 #2025,kr,20,10,10,0.5,5.5,7.1,7.1,1.77,0.47,Aurora,0.2,1,4,1.79,Corki,0.33,1,2,2.05,Taliyah,0.5,1,1,1.82,0.25,0.0,0.65,0.0,0.1,MID,TOP,0.65,0.25,Sylas,168.3,7.1,2.58,6.9,5.1,6.3,0.66,70,Aurora,179.8,7.7,2.42,5.2,4.5,5.6,0.57,61,Yone,215.5,8.8,2.03,5.0,4.6,4.4,0.47,55,Corki,201.9,8.7,2.18,6.5,5.2,4.7,0.63,46,Smolder,235.6,9,1.95,5.9,5.3,4.4,0.48,31,Lee Sin,165.1,6.3,3.6,8.5,4.7,8.5,0.65,26,Ahri,225.8,8.5,3.44,5.2,3.7,7.5,0.64,22,Aurora,2.0,1.0,1.0,0.5,Kassadin,1.0,1.0,0.0,1.0,Jax,1.0,1.0,0.0,1.0,Sylas,48,Yone,40,Akali,39,LeBlanc,29,Irelia,29,Azir,24,Ahri,20,Lee Sin,15,Ryze,15,Jayce,15,Tristana,15,Taliyah,14,Orianna,14,Syndra,13,Viego,13,Zoe,10
막판스퍼트 #KR0,kr,20,12,8,0.6,7.7,3.9,7.2,3.82,0.63,Xin Zhao,0.75,3,1,5.75,Vi,1.0,3,0,7.8,Kindred,0.33,1,2,4.64,0.0,1.0,0.0,0.0,0.0,JUNGLE,MID,1.0,0.0,Lee Sin,141.3,6.1,4.23,7.5,3.9,9.1,0.67,60,Nidalee,158.5,6.7,3.84,6.2,3.9,8.8,0.65,46,Kindred,162,6.7,2.96,7.6,4.5,5.6,0.36,25,Viego,164.7,6.8,4.17,8.3,3.8,7.6,0.65,20,Elise,139.3,5.5,3.51,9.4,4.9,7.8,0.55,20,Skarner,141.8,5.4,2.84,4.6,5.3,10.5,0.32,19,Zed,167.5,6.5,3.03,7.9,5.4,8.3,0.59,17,Xin Zhao,7.0,4.0,3.0,0.57,Nidalee,5.0,3.0,2.0,0.6,Lee Sin,5.0,2.0,3.0,0.4,Lee Sin,52,Nidalee,45,Viego,20,Vi,17,Taliyah,16,Graves,15,Zed,12,,0,,0,,0,,0,,0,,0,,0,,0,,0
알쿵이달쿵 #0106,kr,20,14,6,0.7,2.7,6.2,15.6,2.95,0.6,Bard,0.71,5,2,3.43,Nautilus,0.67,2,1,1.87,Rell,0.5,1,1,3.13,0.0,0.0,0.0,0.15,0.85,SUPPORT,ADC,0.85,0.15,Bard,23.5,1,3.52,2.0,4.6,14.3,0.66,70,Seraphine,24.2,1,5.09,2.1,3.2,14.1,0.72,18,Pyke,23.6,1.1,2.35,3.7,5.3,8.7,0.6,15,Nautilus,26.8,1,2.56,2.6,6.1,13.0,0.7,10,Poppy,19.4,0.8,2.63,2.7,4.6,9.3,0.71,7,Ashe,63.1,2.6,2.68,2.6,5.3,11.6,0.57,7,Leona,23.6,1,1.86,1.1,7.1,12.1,0.29,7,Ziggs,1.0,1.0,0.0,1.0,Bard,1.0,1.0,0.0,1.0,Viktor,1.0,1.0,0.0,1.0,Blitzcrank,14,Alistar,14,Leona,12,Ashe,12,Bard,11,Thresh,10,Nautilus,10,,0,Pyke,10,,0,,0,,0,,0,,0,,0,,0
xxxigbdrgn #0307,vn,20,9,11,0.45,6.7,4.8,6.9,2.83,0.57,Nidalee,1.0,3,0,3.83,Lee Sin,0.33,1,2,3.6,Graves,0.5,1,1,3.33,0.0,0.75,0.05,0.2,0.0,JUNGLE,ADC,0.75,0.2,Lee Sin,177.2,6.8,3.73,8.3,4.8,9.7,0.65,48,Viego,193.4,7.6,4.27,9.4,4.0,7.5,0.64,25,Skarner,175,6.6,4.89,6.2,3.4,10.3,0.57,21,Nidalee,177.8,7.2,4.23,8.8,3.8,7.4,0.76,17,Kha'Zix,201.5,7.8,4.5,10.6,3.9,6.9,0.71,17,Hwei,205.5,7.9,4.28,6.2,3.4,8.4,0.65,17,Gragas,171.8,6.8,3.76,7.2,4.5,9.9,0.73,11,Nidalee,1.0,1.0,0.0,1.0,Graves,1.0,1.0,0.0,1.0,Lee Sin,1.0,0.0,1.0,0.0,Lee Sin,77,Graves,38,Kai'Sa,37,Shaco,29,Zed,28,Ezreal,28,Yasuo,27,Viego,26,Aatrox,27,Jayce,25,Lucian,25,Aphelios,24,Jinx,23,Riven,22,Nidalee,21,Gragas,20
