player_id,region,total_games,wins,losses,win_rate,avg_kills,avg_deaths,avg_assists,kda_ratio,kill_participation,most_champ_1,WR_1,W_1,L_1,KDA_1,most_champ_2,WR_2,W_2,L_2,KDA_2,most_champ_3,WR_3,W_3,L_3,KDA_3,TOP,JUNGLE,MID,ADC,SUPPORT,most_role_1,most_role_2,most_role_1_value,most_role_2_value,season_champ_1,cs_ssn_1,cpm_ssn_1,kda_ssn_1,k_ssn_1,d_ssn_1,a_ssn_1,wr_ssn_1,games_ssn_1,season_champ_2,cs_ssn_2,cpm_ssn_2,kda_ssn_2,k_ssn_2,d_ssn_2,a_ssn_2,wr_ssn_2,games_ssn_2,season_champ_3,cs_ssn_3,cpm_ssn_3,kda_ssn_3,k_ssn_3,d_ssn_3,a_ssn_3,wr_ssn_3,games_ssn_3,season_champ_4,cs_ssn_4,cpm_ssn_4,kda_ssn_4,k_ssn_4,d_ssn_4,a_ssn_4,wr_ssn_4,games_ssn_4,season_champ_5,cs_ssn_5,cpm_ssn_5,kda_ssn_5,k_ssn_5,d_ssn_5,a_ssn_5,wr_ssn_5,games_ssn_5,season_champ_6,cs_ssn_6,cpm_ssn_6,kda_ssn_6,k_ssn_6,d_ssn_6,a_ssn_6,wr_ssn_6,games_ssn_6,season_champ_7,cs_ssn_7,cpm_ssn_7,kda_ssn_7,k_ssn_7,d_ssn_7,a_ssn_7,wr_ssn_7,games_ssn_7,7d_champ_1,7d_total_1,7d_W_1,7d_L_1,7d_WR_1,7d_champ_2,7d_total_2,7d_W_2,7d_L_2,7d_WR_2,7d_champ_3,7d_total_3,7d_W_3,7d_L_3,7d_WR_3,mastery_champ_1,m_lv_1,mastery_champ_2,m_lv_2,mastery_champ_3,m_lv_3,mastery_champ_4,m_lv_4,mastery_champ_5,m_lv_5,mastery_champ_6,m_lv_6,mastery_champ_7,m_lv_7,mastery_champ_8,m_lv_8,mastery_champ_9,m_lv_9,mastery_champ_10,m_lv_10,mastery_champ_11,m_lv_11,mastery_champ_12,m_lv_12,mastery_champ_13,m_lv_13,mastery_champ_14,m_lv_14,mastery_champ_15,m_lv_15,mastery_champ_16,m_lv_16
들개처럼 #KR1,kr,20,11,9,0.55,2.9,4.6,9.9,2.78,0.55,Poppy,0.71,5,2,3.16,Pyke,1.0,3,0,3.25,Rell,0.67,2,1,3.42,0.0,0.0,0.0,0.0,1.0,SUPPORT,MID,1.0,0.0,Poppy,27.5,1.1,2.93,3.3,5.0,11.4,0.63,94,Rell,24.8,1,3.45,1.6,4.7,14.5,0.57,37,Pyke,23.7,1.1,2.64,4.2,4.8,8.3,0.72,29,Leona,25.8,1.1,2.02,1.3,6.0,10.7,0.55,22,Neeko,35.8,1.5,3.82,2.3,3.5,11.1,0.63,16,Rakan,24.2,1.1,3.04,0.7,3.6,10.1,0.5,14,Nautilus,24,1,2.3,1.4,5.7,11.8,0.36,14,Pyke,1.0,1.0,0.0,1.0,Lulu,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,Poppy,15,Rell,12,Nautilus,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Guti #0409,kr,20,11,9,0.55,4.8,4.0,6.9,2.92,0.47,Viktor,0.6,3,2,3.21,Yone,1.0,3,0,3.4,Aurora,0.67,2,1,3.77,0.15,0.0,0.7,0.0,0.15,MID,TOP,0.7,0.15,Aurora,189.6,7.7,3,6.0,4.1,6.4,0.53,77,Yone,194.8,8.3,2.32,5.0,4.6,5.5,0.61,59,Sylas,178.9,7.3,2.58,6.6,5.1,6.5,0.56,41,Viktor,194.7,8,2.57,5.4,4.7,6.6,0.66,38,Orianna,195.4,7.8,3.47,5.5,3.9,7.9,0.59,34,Corki,213.7,8.5,2.73,6.5,4.6,6.1,0.56,27,Galio,187.6,7.5,2.82,3.8,4.7,9.3,0.52,27,Viktor,12.0,8.0,4.0,0.67,Yone,7.0,5.0,2.0,0.71,Aurora,4.0,2.0,2.0,0.5,Sylas,49,Yone,43,Viego,30,Syndra,27,Azir,24,LeBlanc,22,Akali,19,Ahri,19,Galio,18,Viktor,18,Orianna,17,Lucian,17,Taliyah,15,Vex,14,Ryze,13,Zoe,13
This game canwin #KR1,kr,20,12,8,0.6,4.9,4.0,5.5,2.6,0.4,K'Sante,0.33,2,4,1.84,Ambessa,0.8,4,1,3.31,Maokai,0.5,1,1,3.13,1.0,0.0,0.0,0.0,0.0,TOP,MID,1.0,0.0,K'Sante,187.9,7.2,2.98,4.4,3.4,5.7,0.57,56,Jax,171.9,7,2.8,4.1,3.1,4.4,0.65,48,Gnar,181.8,7.4,2.29,2.8,3.6,5.3,0.69,26,Aurora,167.4,7,3.13,4.2,3.2,5.7,0.58,26,Rumble,163.4,6.8,2.6,3.8,3.6,5.7,0.65,17,Swain,158.1,6.7,1.9,4.2,4.5,4.4,0.47,17,Gwen,204.9,8.2,2.89,4.8,2.9,3.6,0.56,16,K'Sante,11.0,7.0,4.0,0.64,Ambessa,10.0,5.0,5.0,0.5,Maokai,4.0,2.0,2.0,0.5,K'Sante,40,Jax,15,Aatrox,15,Renekton,13,Gnar,11,Sion,11,Rumble,10,Gragas,10,Gwen,10,Skarner,10,,0,,0,,0,,0,,0,,0
vital #0916,kr,20,11,9,0.55,4.2,4.6,9.3,2.93,0.55,Ashe,0.67,4,2,4.87,Jhin,0.8,4,1,3.46,Nautilus,0.5,1,1,1.73,0.0,0.0,0.05,0.7,0.25,ADC,SUPPORT,0.7,0.25,Rakan,28.7,1.2,3.43,1.4,4.3,13.4,0.61,94,Leona,28.2,1.1,2.73,1.9,5.5,13.0,0.53,51,Rell,25.2,1,3.18,2.1,5.0,13.8,0.6,45,Jhin,215.2,8.5,4.17,6.4,3.5,8.2,0.6,42,Ashe,206.2,8.8,3.55,5.1,3.6,7.7,0.69,39,Poppy,22.6,1,2.99,2.8,4.5,10.7,0.65,37,Nautilus,27.3,1.1,2.35,1.5,5.8,12.2,0.54,28,Ashe,5.0,3.0,2.0,0.6,Jhin,4.0,3.0,1.0,0.75,Nautilus,2.0,1.0,1.0,0.5,Jinx,28,Ezreal,26,Aphelios,26,Kai'Sa,25,Rakan,19,Zeri,17,Varus,17,Xayah,17,Jhin,14,Leona,11,Ashe,11,Rell,11,Lucian,10,Alistar,10,Samira,10,Nautilus,10
Yondaime #Luo,kr,20,12,8,0.6,7.0,4.4,6.5,3.07,0.52,Corki,0.75,3,1,5.75,Irelia,1.0,2,0,4.5,Orianna,0.5,1,1,5.22,0.15,0.0,0.75,0.0,0.1,MID,TOP,0.75,0.15,Tristana,224.2,8.7,2.99,7.6,3.9,3.9,0.56,39,Yone,201.2,8.4,2.62,4.8,3.8,5.2,0.58,33,Akali,186.2,7.8,3.7,7.2,3.1,4.2,0.53,32,Sylas,166.5,7.1,3.23,6.6,3.9,6.1,0.58,31,Orianna,229.5,8,4.49,7.1,3.7,9.6,0.52,31,Aurora,174.3,7.3,3.34,6.3,3.8,6.3,0.61,23,Smolder,259.1,9.2,3.14,6.8,4.1,6.0,0.43,21,Corki,3.0,2.0,1.0,0.67,Ryze,2.0,1.0,1.0,0.5,Orianna,2.0,1.0,1.0,0.5,Ekko,21,Yone,15,Talon,13,Qiyana,12,Syndra,11,Sylas,11,LeBlanc,10,Akali,10,Nidalee,10,Fizz,10,Graves,10,,0,,0,,0,,0,,0
괴롭히지마 #살려주세요,kr,20,14,6,0.7,5.2,4.2,10.2,3.67,0.53,Viktor,0.8,4,1,3.6,Aurora,0.75,3,1,2.32,Orianna,0.5,2,2,5.46,0.15,0.0,0.8,0.0,0.05,MID,TOP,0.8,0.15,Hwei,217.1,8.4,2.98,5.4,4.6,8.4,0.61,49,Aurora,204.4,8.1,2.16,5.1,4.9,5.5,0.57,49,Sylas,209.6,8.2,3.26,7.2,4.2,6.6,0.62,37,Jayce,206,8.6,2.44,4.8,4.4,5.8,0.48,31,Orianna,215.6,8.4,3.34,5.1,4.4,9.7,0.63,24,Syndra,194.8,8.8,2.56,4.3,3.7,5.3,0.58,19,Corki,202.2,9.3,2.41,4.9,3.6,3.9,0.56,16,Viktor,4.0,3.0,1.0,0.75,Galio,1.0,1.0,0.0,1.0,Aurora,1.0,1.0,0.0,1.0,Sylas,16,Jayce,15,Irelia,14,Zoe,12,Syndra,12,LeBlanc,10,Orianna,10,,0,,0,,0,,0,,0,,0,,0,,0,,0
felisa #KR1,kr,20,12,8,0.6,9.5,4.7,8.2,3.77,0.67,Lee Sin,0.8,4,1,6.33,Draven,0.4,2,3,2.52,Nidalee,0.75,3,1,6.23,0.0,0.75,0.0,0.25,0.0,JUNGLE,ADC,0.75,0.25,Viego,184.2,7.3,4.31,9.1,3.6,6.5,0.65,51,Lee Sin,181.1,7.3,6.41,9.4,2.9,8.9,0.73,41,Graves,196.8,8.2,3.61,8.9,4.1,5.7,0.63,35,Varus,217.3,8,2.61,5.9,5.4,8.2,0.54,24,Skarner,145.6,5.8,3.41,4.4,3.9,9.1,0.42,19,Vi,183.9,7.3,4.89,7.6,3.4,9.3,0.72,18,Draven,207.9,8.2,2.21,7.5,6.0,5.7,0.46,13,Lee Sin,3.0,2.0,1.0,0.67,Nidalee,3.0,2.0,1.0,0.67,Draven,3.0,1.0,2.0,0.33,Lee Sin,20,Twitch,14,Graves,14,Viego,13,Jinx,12,Zeri,10,Draven,10,,0,,0,,0,,0,,0,,0,,0,,0,,0
美团外卖送餐员 #滴滴司机,kr,20,12,8,0.6,2.5,4.2,15.8,4.36,0.74,Rell,0.75,3,1,7.09,Rakan,0.33,1,2,3.46,Nautilus,0.33,1,2,2.53,0.0,0.0,0.0,0.0,1.0,SUPPORT,MID,1.0,0.0,Rakan,36,1.5,3.43,1.1,3.6,11.2,0.42,60,Leona,34.7,1.4,2.7,1.8,5.3,12.5,0.62,39,Karma,38.6,1.6,4.61,1.7,3.4,14.2,0.72,29,Blitzcrank,33.8,1.3,2.74,1.5,5.9,14.5,0.46,28,Seraphine,38.7,1.5,4.51,2.0,4.0,15.9,0.7,27,Senna,38.8,1.7,3.51,2.3,4.2,12.3,0.71,24,Janna,36.1,1.4,4.46,2.0,3.4,13.0,0.54,24,Rell,3.0,2.0,1.0,0.67,Seraphine,1.0,1.0,0.0,1.0,Braum,1.0,0.0,1.0,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
쏘귀요미 #KR2,kr,20,12,8,0.6,1.9,5.4,12.3,2.63,0.64,Taric,0.54,7,6,2.85,Pyke,0.33,1,2,1.56,Corki,1.0,2,0,3.67,0.0,0.0,0.0,0.1,0.9,SUPPORT,ADC,0.9,0.1,Taric,27,1.2,3.52,1.9,4.5,14.0,0.68,85,Jinx,165,7.3,2.69,8.2,5.2,5.9,0.69,29,Corki,172.7,7.2,2.84,7.1,4.8,6.6,0.76,17,Poppy,24,1.1,1.93,2.6,6.5,9.8,0.64,11,Pyke,24.1,1.2,2.4,4.1,5.2,8.4,0.7,10,Tristana,189,6.8,2.34,8.4,6.3,6.3,0.75,8,Blitzcrank,21.8,0.9,3.54,3.7,4.7,12.8,0.67,6,Taric,9.0,6.0,3.0,0.67,Pyke,3.0,1.0,2.0,0.33,Poppy,1.0,1.0,0.0,1.0,Taric,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Vincenzo #kr40,kr,20,13,7,0.65,6.6,3.8,10.4,4.47,0.57,Nidalee,0.75,3,1,12.14,Jax,0.67,2,1,2.91,Viego,1.0,2,0,7.33,0.2,0.8,0.0,0.0,0.0,JUNGLE,TOP,0.8,0.2,Viego,170.8,6.9,4.57,7.0,3.0,6.9,0.65,75,Lee Sin,165.5,6.3,4.28,7.6,3.6,8.0,0.56,59,Graves,189.2,7.7,3.76,7.8,3.7,6.1,0.56,52,Nidalee,153.3,6.7,5.51,6.2,2.4,6.9,0.58,48,Vi,157,6.4,4.09,6.1,3.6,8.5,0.58,43,Zyra,177.9,7.5,4.69,4.4,3.0,9.9,0.65,20,Skarner,135.1,5.9,4.61,4.3,3.0,9.5,0.68,19,Nidalee,7.0,3.0,4.0,0.43,Vi,7.0,3.0,4.0,0.43,Viego,6.0,4.0,2.0,0.67,Viego,58,Lee Sin,55,Nidalee,54,Graves,33,Vi,14,Kindred,13,Taliyah,13,Lillia,13,Kha'Zix,12,Poppy,12,Xin Zhao,11,Jax,11,Gragas,11,Diana,11,Wukong,10,,0
asdjipadsjip #KR1,kr,20,10,10,0.5,7.3,4.7,7.7,3.19,0.57,Viego,0.5,3,3,3.45,Vi,0.5,2,2,4.47,Skarner,1.0,2,0,5.5,0.0,0.95,0.0,0.0,0.05,JUNGLE,SUPPORT,0.95,0.05,Viego,171.4,7.4,3.91,7.2,3.5,6.5,0.56,52,Graves,169.2,8.1,3.28,7.7,3.8,4.9,0.69,45,Zyra,204.2,8,3.87,6.1,4.1,9.6,0.61,44,Vi,158.9,6.5,3.08,5.6,4.5,8.3,0.38,39,Skarner,156.7,6.2,4.8,7.3,3.9,11.4,0.62,37,Maokai,51.7,2.1,2.72,2.3,5.7,13.2,0.67,24,Kindred,188.4,7.5,4.47,7.8,3.5,7.6,0.73,22,Viego,7.0,3.0,4.0,0.43,Vi,4.0,2.0,2.0,0.5,Skarner,2.0,2.0,0.0,1.0,Graves,40,Viego,38,Nidalee,27,Sejuani,24,Vi,22,Rek'Sai,18,Kindred,17,Elise,15,Zyra,13,Taliyah,13,Olaf,13,Lee Sin,12,Poppy,12,Skarner,12,Lillia,12,Kha'Zix,11
어쩌라고맞짱뜰까 #HOYA,kr,20,7,13,0.35,4.2,5.5,5.7,1.8,0.43,Rumble,0.5,2,2,3.12,Varus,0.5,1,1,2.33,Ambessa,0.5,1,1,2.0,0.65,0.05,0.2,0.05,0.05,TOP,MID,0.65,0.2,Poppy,28.3,1.2,2.75,2.9,5.8,13.0,0.73,62,Aurora,192.4,7.5,2.87,4.3,3.5,5.6,0.54,37,Rell,21.7,0.9,3.07,1.3,5.1,14.3,0.59,32,Jax,175.7,7.2,1.33,3.7,4.9,2.7,0.39,23,Gnar,202.9,7.6,2.21,3.5,4.7,7.0,0.52,21,Sylas,179.4,7.3,2.09,4.7,4.6,5.0,0.63,16,Lee Sin,182.3,7.3,2.11,5.1,4.6,4.5,0.56,16,Irelia,1.0,0.0,1.0,0.0,Varus,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,Gragas,20,Jayce,20,Rumble,15,Gnar,15,Jax,15,Kennen,14,Renekton,13,Camille,13,Poppy,14,Sylas,13,Lee Sin,12,Aatrox,12,Akali,12,Fiora,11,K'Sante,10,Gwen,10
봄방학기간 #KR1,kr,20,11,9,0.55,4.4,6.3,10.4,2.35,0.61,Shen,0.33,1,2,2.09,Corki,1.0,2,0,3.11,Poppy,0.5,1,1,1.56,0.0,0.0,0.1,0.35,0.55,SUPPORT,ADC,0.55,0.35,Caitlyn,180.3,7.5,2.37,5.9,5.0,6.0,0.4,47,Jhin,180.5,7.6,3.96,6.5,3.5,7.4,0.46,35,Ashe,183.5,7.4,2.97,4.5,4.5,9.0,0.58,33,Corki,166.9,7.8,2.57,5.9,4.3,5.2,0.61,23,Jinx,164.2,7.8,3.24,5.7,3.1,4.4,0.58,19,Kai'Sa,196,8.3,2.77,6.6,4.1,4.9,0.6,15,Pyke,25.5,1.1,2.38,4.1,6.1,10.5,0.6,15,Corki,2.0,2.0,0.0,1.0,Shen,2.0,1.0,1.0,0.5,Caitlyn,2.0,0.0,2.0,0.0,Kai'Sa,15,Alistar,11,Thresh,11,Ashe,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Aileri #KR1,kr,20,13,7,0.65,5.4,4.1,4.5,2.41,0.44,Irelia,0.68,13,6,2.47,Aurora,0.0,0,1,1.57,,0.0,0,0,0.0,0.45,0.0,0.55,0.0,0.0,MID,TOP,0.55,0.45,Irelia,242.3,9.8,2.62,6.0,4.0,4.4,0.64,221,Gnar,206,8.8,3.83,4.3,3.0,7.3,0.5,4,Aurora,213,7.8,2.89,5.5,4.5,7.5,0.5,2,Akali,213.5,7.5,1.73,5.0,5.5,4.5,0.5,2,Viktor,180,6.9,2.5,3.0,6.0,12.0,1.0,1,Yasuo,186,9,0.2,0.0,5.0,1.0,0.0,1,,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,Irelia,178,Akali,26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
SSG CoreJJ #APA,kr,20,12,7,0.63,5.3,4.3,7.1,2.88,0.52,Taliyah,0.6,3,2,3.3,Ziggs,1.0,4,0,3.45,Cassiopeia,1.0,3,0,11.0,0.0,0.0,0.0,0.0,0.0,MID,JUNGLE,0.0,0.0,Azir,213.1,8.7,2.94,6.5,4.1,5.7,0.57,46,Yone,222.8,8.6,2.2,5.8,4.9,5.0,0.51,35,Aurora,197,7.8,3.8,8.0,3.6,5.6,0.57,28,Hwei,163.2,6.5,3.3,6.1,4.2,7.7,0.63,27,Galio,194.5,7.8,4.08,5.2,3.3,8.1,0.59,27,Viktor,199.3,8,2.39,5.7,5.0,6.1,0.48,23,Taliyah,191.8,8.6,3.9,6.0,3.2,6.6,0.68,22,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
DRX kyeahoo #0813,kr,20,14,6,0.7,5.3,2.8,7.5,4.57,0.5,Ezreal,1.0,4,0,10.33,Viktor,0.67,2,1,2.86,Corki,0.33,1,2,4.13,0.2,0.0,0.55,0.25,0.0,MID,ADC,0.55,0.25,Yone,221.2,9,2.98,4.2,3.2,5.4,0.6,65,Sylas,187.4,7.7,3.07,5.3,3.8,6.4,0.63,54,Ezreal,217.7,9.1,3.8,5.6,2.8,4.8,0.58,45,Corki,234.8,8.9,3.56,5.2,3.3,6.7,0.6,43,Akali,221.3,8.1,3.22,6.3,3.7,5.8,0.46,41,Gnar,192.8,8.1,2.03,3.1,3.6,4.3,0.51,39,Azir,220.3,8.9,3.63,5.2,3.3,6.7,0.66,38,Ezreal,4.0,4.0,0.0,1.0,Viktor,4.0,3.0,1.0,0.75,Akali,3.0,1.0,2.0,0.33,Sylas,34,Yone,34,Syndra,32,Orianna,30,Ahri,26,Azir,25,Akali,24,Aatrox,23,Ryze,16,Tristana,16,LeBlanc,16,Renekton,14,Viktor,13,Galio,13,Corki,13,Jayce,11
Hegzzz #2020,kr,20,14,6,0.7,7.2,4.6,9.1,3.54,0.6,Lee Sin,1.0,4,0,4.88,Graves,0.67,2,1,5.09,Ashe,0.33,1,2,2.83,0.0,0.7,0.0,0.3,0.0,JUNGLE,ADC,0.7,0.3,Graves,191.3,7.9,3.2,8.6,4.6,6.1,0.54,100,Zyra,193.3,7.7,3.73,5.7,4.3,10.3,0.54,63,Viego,164.7,6.9,2.81,6.7,4.6,6.2,0.46,61,Lee Sin,151.7,6.3,3.64,6.9,4.0,7.7,0.59,59,Skarner,140,5.8,4.41,4.6,3.5,10.8,0.65,40,Vi,144.6,6,3.15,5.6,4.7,9.2,0.56,25,Nocturne,176.5,6.8,3.55,7.7,5.0,9.9,0.73,22,Vi,7.0,5.0,2.0,0.71,Lee Sin,6.0,5.0,1.0,0.83,Graves,6.0,3.0,3.0,0.5,Lee Sin,23,Graves,21,Viego,16,Zyra,11,Rumble,11,Kindred,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Daehu #KR1,kr,20,13,7,0.65,5.2,3.7,5.2,2.81,0.48,Aatrox,0.67,4,2,4.0,Ambessa,0.75,3,1,3.33,Aurora,0.67,2,1,2.45,0.85,0.05,0.05,0.0,0.05,TOP,MID,0.85,0.05,Ambessa,187.6,7.3,3.58,7.0,3.6,6.0,0.62,47,Aatrox,173.4,7.3,2.57,5.0,3.7,4.5,0.59,41,K'Sante,173.2,7.1,3.35,3.7,2.7,5.5,0.58,26,Aurora,173.8,7.1,3.35,4.6,3.0,5.4,0.68,25,Yone,217.6,8.1,2.83,5.2,3.9,5.7,0.76,21,Jayce,182.1,7.9,1.98,4.1,4.3,4.4,0.36,14,Gnar,173.9,6.7,1.61,3.1,4.6,4.2,0.36,14,Aatrox,3.0,1.0,2.0,0.33,Gnar,1.0,1.0,0.0,1.0,Aurora,1.0,0.0,1.0,0.0,Jayce,35,Irelia,34,Aatrox,31,Akali,27,Yone,24,Sylas,23,K'Sante,16,Fiora,15,Pyke,14,Yasuo,13,Darius,12,Riven,11,Jax,11,Akshan,11,Sett,10,Lucian,10
이 드 #2DE,kr,20,11,9,0.55,3.7,4.6,8.0,2.54,0.58,Poppy,0.83,5,1,4.67,Rakan,0.25,1,3,1.19,Lee Sin,0.67,2,1,3.0,0.15,0.3,0.0,0.05,0.5,SUPPORT,JUNGLE,0.5,0.3,Yasuo,187.9,7.9,2.13,4.8,5.1,6.1,0.58,113,Diana,182.8,7.2,2.51,7.1,5.6,6.8,0.42,59,Rakan,24.5,1,3.56,1.0,3.9,12.9,0.58,48,Kai'Sa,197.1,8.1,2.62,7.6,5.3,6.3,0.53,45,Poppy,59.4,2.4,3.15,3.7,4.7,11.0,0.73,33,Lillia,182.3,7,3.87,7.7,4.4,9.5,0.5,16,Ezreal,213.3,8,2.83,7.2,5.1,7.2,0.46,13,,,,,,,,,,,,,,,,Diana,41,Yasuo,33,Kayn,23,Yone,20,Irelia,18,Katarina,16,Zed,13,Ahri,12,Poppy,14,Ezreal,12,Lee Sin,12,Akali,10,Rakan,10,,0,,0,,0
Samver #7777,kr,20,12,8,0.6,5.9,5.8,9.8,2.71,0.57,Ashe,0.75,3,1,2.79,Nautilus,0.75,3,1,2.06,Jhin,0.5,2,2,5.93,0.0,0.0,0.0,0.65,0.35,ADC,SUPPORT,0.65,0.35,Jhin,202.1,7.8,3.94,8.5,4.1,7.6,0.62,109,Corki,195.7,8.3,2.99,8.0,4.7,6.1,0.7,103,Kai'Sa,216.1,8.6,3.15,8.3,4.6,6.3,0.47,47,Ashe,192.3,7.5,2.92,5.6,5.1,9.1,0.56,39,Tristana,198.5,7.9,2.52,8.6,5.3,4.7,0.57,35,Caitlyn,205.3,8.1,2.24,7.6,5.6,5.0,0.41,29,Aphelios,219.7,8.5,2.94,9.7,4.8,4.3,0.61,23,Varus,1.0,1.0,0.0,1.0,Corki,1.0,1.0,0.0,1.0,Renata Glasc,1.0,0.0,1.0,0.0,Kai'Sa,40,Aphelios,32,Ezreal,30,Jhin,28,Ashe,17,Samira,15,Jinx,14,Lucian,11,Zeri,13,Miss Fortune,13,Corki,13,Caitlyn,12,Varus,11,Tristana,11,Vayne,10,,0
C9 Berserker #KR1,kr,18,10,8,0.56,5.3,4.6,5.2,2.28,0.44,Ezreal,0.67,2,1,3.91,Kalista,0.67,2,1,1.62,Corki,0.5,1,1,1.0,0.0,0.0,0.0,0.0,0.0,MID,JUNGLE,0.0,0.0,Tristana,202.9,9,5.01,6.6,2.2,4.5,0.65,37,Jhin,217.4,9,4.38,5.4,2.7,6.4,0.62,37,Caitlyn,239.9,9.5,4.11,8.2,3.2,5.1,0.7,30,Jinx,211.7,9.2,3.79,6.0,2.7,4.4,0.64,25,Kai'Sa,239.7,9.2,3.79,7.2,3.2,5.0,0.38,24,Ashe,216.8,9,3.91,4.6,3.0,7.2,0.61,23,Ezreal,234.9,9.2,3.79,5.3,3.0,5.9,0.57,23,Kalista,2.0,2.0,0.0,1.0,Tristana,1.0,1.0,0.0,1.0,Ezreal,1.0,0.0,1.0,0.0,Ezreal,44,Kai'Sa,34,Aphelios,25,Caitlyn,23,Jinx,22,Jhin,21,Tristana,15,Miss Fortune,14,Lucian,13,Kalista,13,Xayah,12,Vayne,11,Ashe,11,Varus,11,,0,,0
차가운코끼리 #KR0,kr,20,14,6,0.7,4.0,4.2,6.6,2.52,0.39,K'Sante,0.88,7,1,3.11,Ambessa,0.57,4,3,2.03,Jayce,1.0,2,0,6.0,0.95,0.0,0.0,0.0,0.05,TOP,SUPPORT,0.95,0.05,K'Sante,175.4,7.1,2.62,4.1,4.2,6.8,0.58,299,Ambessa,165.8,6.9,1.97,4.4,4.8,5.1,0.52,223,Aurora,174.9,7.1,2.51,4.4,4.5,6.9,0.55,217,Gnar,194,7.8,1.82,3.4,4.6,5.0,0.44,108,Renekton,180.5,7.7,1.79,3.0,4.7,5.4,0.47,77,Rumble,175.1,6.8,1.9,4.5,6.0,7.0,0.41,49,Jax,166,6.8,1.75,3.8,4.9,4.7,0.51,45,Ambessa,42.0,22.0,20.0,0.52,K'Sante,29.0,20.0,9.0,0.69,Renekton,6.0,3.0,3.0,0.5,K'Sante,101,Jayce,73,Renekton,50,Gwen,42,Sett,34,Rumble,31,Yone,31,Aatrox,26,Gnar,26,Aurora,24,Ambessa,21,Skarner,15,Leona,14,Udyr,13,Camille,12,Jax,11
마법공학 상자 #KR1,kr,20,12,8,0.6,2.1,4.2,12.4,3.45,0.64,Rell,0.67,2,1,3.33,Poppy,1.0,2,0,8.25,Alistar,0.5,1,1,9.67,0.0,0.0,0.05,0.05,0.9,SUPPORT,MID,0.9,0.05,Pyke,33.5,1.4,3.17,6.1,5.0,9.7,0.54,72,Braum,24.7,1.1,5.03,1.3,3.0,13.6,0.68,56,Poppy,27.8,1.2,3.27,3.4,4.0,9.5,0.67,43,Rell,28.6,1.1,3.16,1.7,5.4,15.3,0.53,38,Bard,29.3,1.1,4.73,1.9,3.4,14.2,0.52,25,Zoe,139.1,5.9,3.55,6.4,3.9,7.4,0.46,24,Alistar,24.7,1.1,3.62,1.1,3.9,12.8,0.65,20,Alistar,1.0,0.0,1.0,0.0,Bard,1.0,0.0,1.0,0.0,Elise,1.0,0.0,1.0,0.0,Pyke,39,Zoe,27,Rell,18,Bard,10,Poppy,10,Braum,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
cubicolor #sleep,kr,20,10,10,0.5,4.4,4.0,3.9,2.08,0.34,K'Sante,0.4,2,3,1.88,Gnar,0.5,2,2,1.6,Aurora,1.0,2,0,5.75,0.75,0.0,0.25,0.0,0.0,TOP,MID,0.75,0.25,Ambessa,179.5,7.6,2.89,6.3,3.6,4.1,0.71,56,Aurora,194.1,7.8,3.44,6.2,3.5,5.7,0.73,26,Gnar,191.8,8,2.67,5.2,3.9,5.2,0.65,26,K'Sante,187.2,7.6,3.71,4.2,2.5,5.1,0.58,26,Renekton,185.9,8,1.99,5.0,4.9,4.7,0.44,18,Jax,195.9,7.7,2.94,5.0,3.1,4.2,0.73,15,Irelia,232.2,9.1,1.66,6.2,5.6,3.2,0.55,11,K'Sante,5.0,2.0,3.0,0.4,Aurora,2.0,2.0,0.0,1.0,Gnar,2.0,1.0,1.0,0.5,Irelia,63,Sylas,31,K'Sante,28,Jayce,27,Yone,23,Jax,20,Renekton,20,Akali,15,Gnar,18,Aatrox,16,Kennen,15,Rumble,14,Lucian,14,Fiora,13,Sett,12,Camille,11
