player_id,region,date,champion,level,team,result,match_length_mins,kill,death,assist,kda_ratio,kill_participation,laning,cs,cs_per_min,avg_tier,teammates1,team_champ1,teammates2,team_champ2,teammates3,team_champ3,teammates4,team_champ4,oppmates1,opp_champ1,oppmates2,opp_champ2,oppmates3,opp_champ3,oppmates4,opp_champ4,oppmates5,opp_champ5,region_profile,total_games,wins,losses,win_rate,avg_kills,avg_deaths,avg_assists,kda_ratio_profile,kill_participation_profile,most_champ_1,WR_1,W_1,L_1,KDA_1,most_champ_2,WR_2,W_2,L_2,KDA_2,most_champ_3,WR_3,W_3,L_3,KDA_3,TOP,JUNGLE,MID,ADC,SUPPORT,most_role_1,most_role_2,most_role_1_value,most_role_2_value,season_champ_1,cs_ssn_1,cpm_ssn_1,kda_ssn_1,k_ssn_1,d_ssn_1,a_ssn_1,wr_ssn_1,games_ssn_1,season_champ_2,cs_ssn_2,cpm_ssn_2,kda_ssn_2,k_ssn_2,d_ssn_2,a_ssn_2,wr_ssn_2,games_ssn_2,season_champ_3,cs_ssn_3,cpm_ssn_3,kda_ssn_3,k_ssn_3,d_ssn_3,a_ssn_3,wr_ssn_3,games_ssn_3,season_champ_4,cs_ssn_4,cpm_ssn_4,kda_ssn_4,k_ssn_4,d_ssn_4,a_ssn_4,wr_ssn_4,games_ssn_4,season_champ_5,cs_ssn_5,cpm_ssn_5,kda_ssn_5,k_ssn_5,d_ssn_5,a_ssn_5,wr_ssn_5,games_ssn_5,season_champ_6,cs_ssn_6,cpm_ssn_6,kda_ssn_6,k_ssn_6,d_ssn_6,a_ssn_6,wr_ssn_6,games_ssn_6,season_champ_7,cs_ssn_7,cpm_ssn_7,kda_ssn_7,k_ssn_7,d_ssn_7,a_ssn_7,wr_ssn_7,games_ssn_7,7d_champ_1,7d_total_1,7d_W_1,7d_L_1,7d_WR_1,7d_champ_2,7d_total_2,7d_W_2,7d_L_2,7d_WR_2,7d_champ_3,7d_total_3,7d_W_3,7d_L_3,7d_WR_3,mastery_champ_1,m_lv_1,mastery_champ_2,m_lv_2,mastery_champ_3,m_lv_3,mastery_champ_4,m_lv_4,mastery_champ_5,m_lv_5,mastery_champ_6,m_lv_6,mastery_champ_7,m_lv_7,mastery_champ_8,m_lv_8,mastery_champ_9,m_lv_9,mastery_champ_10,m_lv_10,mastery_champ_11,m_lv_11,mastery_champ_12,m_lv_12,mastery_champ_13,m_lv_13,mastery_champ_14,m_lv_14,mastery_champ_15,m_lv_15,mastery_champ_16,m_lv_16
Agurin #EUW,euw,"Sat, Jan 11, 2025 3:46 AM",Jarvan IV,15,red,0,29.23,3,6,7,1.67,0.5,0.79,177,6.1,4,RaiderGO #2004,Darius,styropianzserem #EUW,Zed,Le produit #003,Brand,Humble Senna #EUW,Vel'Koz,Frieren sama #7596,Ahri,DHVSDHVSDHVSDHVS #321,Lee Sin,ILIJA 2 2 2 #2 2 2,K'Sante,Keduii #GOAT,Corki,MagiFeIiix #EUW,Nautilus,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
Agurin #EUW,euw,"Sat, Jan 11, 2025 3:04 AM",Elise,18,blue,0,40.88,8,6,12,3.33,0.67,0.61,279,6.8,4,RaiderGO #2004,Camille,Matt Hazeres #loseq,Orianna,Alex Eubank #ONTOP,Corki,Qlona #Karol,Bard,Top Steve #000,Illaoi,mikusikzz 最好的 #rain,Viego,Mandaryñ #EUW,Viktor,Keduii #GOAT,Ezreal,MagiFeIiix #EUW,Nautilus,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
Agurin #EUW,euw,"Sat, Jan 11, 2025 2:13 AM",Wukong,14,blue,1,21.08,4,2,2,3.00,0.25,0.49,165,7.8,4,RaiderGO #2004,Camille,gangwayy #ZUKA,Malzahar,PHX HolyPhoenix #PHX,Kalista,OrgrimDoomhammer #L0L,Rell,19helforca03 #EUW,Renekton,mikusikzz 最好的 #rain,Viego,mwo #ΕUW,Ryze,Mandaryñ #EUW,Varus,Qlona #Karol,Bard,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
Agurin #EUW,euw,"Sat, Jan 11, 2025 1:38 AM",Elise,13,blue,1,20.35,5,2,4,4.50,0.47,1.27,173,8.5,4,RaiderGO #2004,Camille,Prominence #1414,Ryze,Mandaryñ #EUW,Kalista,meteion #777,Braum,McLightning6969 #BOMBA,Fiora,majd #999,Lee Sin,Natharii #EUW,Vex,Alex Eubank #ONTOP,Draven,Smifi #EUW,Zilean,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
Agurin #EUW,euw,"Sat, Jan 11, 2025 1:06 AM",Jarvan IV,13,blue,1,20.58,3,2,11,7.00,0.67,1.33,164,8.0,4,RaiderGO #2004,Camille,Spartacus #Sura,Yasuo,Crixus #ARENA,Seraphine,eskii #6463,Janna,Sertuss #2312,Akali,AllYouHadToDoWas #Stay,Karthus,RYUVEN 狠心 #影子君主,Akshan,15 02 2022 #EUW,Corki,Smifi #EUW,Rell,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
Agurin #EUW,euw,"Sat, Jan 11, 2025 12:16 AM",Elise,18,red,0,34.85,13,6,8,3.50,0.49,0.85,267,7.7,4,Zest #D P,Vayne,nickname ptaku #xpp,Qiyana,batubabaHOPPALA #HOPPA,Varus,MagiFeIiix #EUW,Alistar,Shourdy #EUW,Sett,TWTV DETDERT #12MAJ,Diana,João #EUW,Garen,J1HUIV #000,Kalista,Targamas #5555,Rell,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
Agurin #EUW,euw,"Fri, Jan 10, 2025 11:29 PM",Elise,17,blue,1,26.62,16,2,5,10.50,0.62,2.7,224,8.4,4,TTV XanMiralupa #Tacos,Irelia,Waste A Moment #EUW,Tristana,이주한 #2001,Ashe,100 Quid #0427,Braum,Drututt #EUW,K'Sante,MagiFeIiix #EUW,Jarvan IV,Imma touch you #131,Taliyah,SOGEKING #EUW11,Varus,КОМПОТ #ЯГОДА,Nautilus,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
Agurin #EUW,euw,"Fri, Jan 10, 2025 10:53 PM",Elise,17,blue,0,34.55,4,4,6,2.50,0.42,1.0,247,7.1,4,Drututt #EUW,Corki,Imma touch you #131,Hwei,G2 Hans Sama #12838,Miss Fortune,G2 Labrov #8085,Alistar,stardewvalley67 #EUW,Gragas,NattyNatt #2005,Skarner,RaiderGO #2004,Veigar,ANDARIEL #1411,Varus,ALBANIAN #iLevi,Rell,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
Agurin #EUW,euw,"Fri, Jan 10, 2025 10:09 PM",Jarvan IV,15,red,1,23.6,10,1,6,16.00,0.84,1.0,182,7.7,4,Drututt #EUW,Vayne,Imma touch you #131,Taliyah,G2 Hans Sama #12838,Ezreal,G2 Labrov #8085,Leona,RaiderGO #2004,Fiora,NattyNatt #2005,Karthus,TTV XanMiralupa #Tacos,Irelia,3XA #ERA,Kai'Sa,Cola #4463,Rell,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
Agurin #EUW,euw,"Fri, Jan 10, 2025 9:38 PM",Wukong,18,blue,1,30.07,14,5,13,5.40,0.68,2.12,235,7.8,4,Drututt #EUW,Akshan,Imma touch you #131,Taliyah,Yen is my Wife #EUW,Zeri,Calme et Focus #EUW,Alistar,choilot #LOT,Gnar,Scripter1v9 #BACK,Elise,Unicow #EUW,Azir,Noah7 #3977,Corki,Desmond Benjamin #nudli,Poppy,euw,20,11,9,0.55,6.9,4.3,8.1,3.49,0.56,Elise,0.44,4,5,3.39,Jarvan IV,0.6,3,2,5.38,Wukong,0.75,3,1,3.07,0.05,0.95,0.0,0.0,0.0,JUNGLE,TOP,0.95,0.05,Wukong,191.6,7.5,2.29,6.0,4.7,4.8,0.64,11,Elise,233.1,7.7,3.52,8.0,4.2,6.8,0.5,10,Jarvan IV,207.4,7.3,5.38,5.8,3.2,11.4,0.6,5,Karma,163.5,6.5,3,2.0,4.0,10.0,1.0,2,Kha'Zix,244,7,1.38,3.0,8.0,8.0,0.0,1,,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0.0,0,Wukong,26.0,16.0,10.0,0.62,Elise,15.0,9.0,6.0,0.6,Jarvan IV,7.0,5.0,2.0,0.71,Elise,172,Kha'Zix,162,Jarvan IV,132,Shyvana,51,Nocturne,46,Evelynn,40,Wukong,30,Ezreal,25,Brand,25,Karma,16,Diana,16,Gragas,13,Zyra,12,Neeko,12,Ahri,10,,0
