summoner,region,rank,tier,lp,most_champion_1,most_champion_2,most_champion_3,level,win,loss,winrate
더 간절한 박민우 #FA08,kr,270,Challenger,915 LP,Dr. Mundo,Yone,Vladimir,437,482,445,52%
OH NO OH YES #1753,kr,271,Challenger,915 LP,Aurora,K'Sante,Gragas,891,344,302,53%
꿀잼사과잼 #KR1,kr,272,Challenger,915 LP,Dr. Mundo,K'Sante,Braum,574,142,107,57%
빌리진 #KR4,kr,273,Challenger,914 LP,Draven,Corki,Ashe,250,129,82,61%
자신 있는 형 #0728,kr,274,Challenger,913 LP,Gwen,Dr. Mundo,Malphite,144,352,310,53%
Pooh #KR5,kr,275,Challenger,913 LP,Rell,Poppy,Nautilus,642,176,143,55%
xinsuixiaogou #6666,kr,276,Challenger,913 LP,Corki,Kai'Sa,Ezreal,203,155,112,58%
i go to home #KR3,kr,277,Challenger,911 LP,Nidalee,Elise,Lee Sin,170,124,71,64%
죽기장인 #KR1,kr,278,Challenger,911 LP,Kog'Maw,Bard,Jhin,190,128,86,60%
Co24 #KR1,kr,279,Challenger,910 LP,Xin Zhao,Jhin,Graves,314,198,146,58%
렛츠고 박석현 #123,kr,280,Challenger,909 LP,Corki,Ashe,Lee Sin,229,244,203,55%
pengpeng426 #nc1,kr,281,Challenger,909 LP,Karthus,Zyra,Ezreal,129,249,209,54%
청포도육포 #KR1,kr,282,Challenger,909 LP,Viego,Lee Sin,Zyra,318,127,83,60%
탑원거리 #KR123,kr,283,Challenger,908 LP,Ambessa,Aurora,K'Sante,150,104,59,64%
风起剑来 #后会有期,kr,284,Challenger,907 LP,Zyra,Lee Sin,Pantheon,174,150,108,58%
불평없이 살아보기 #차카게살자,kr,285,Challenger,907 LP,Orianna,Aurora,Yone,248,86,39,69%
머이런놈이 #KR2,kr,286,Challenger,907 LP,Camille,Shen,Azir,107,137,80,63%
Chen #LChen,kr,287,Challenger,906 LP,Aurora,Gnar,Jax,272,513,465,52%
땅굴팀 탑 #KR2,kr,288,Challenger,906 LP,Fiora,Poppy,Maokai,210,203,159,56%
결 혼 #KR1,kr,289,Challenger,906 LP,Kalista,Jhin,Kai'Sa,767,281,242,54%
BeryL #KR33,kr,290,Challenger,906 LP,Rell,Bard,Alistar,700,190,142,57%
누구를위하여표창을날리나 #MSJU,kr,291,Challenger,905 LP,Kennen,Fiora,Camille,70,156,104,60%
롯데 자이언츠 #영광의순간,kr,292,Challenger,904 LP,Lulu,Karma,Braum,252,150,109,58%
대기만성 #KR3,kr,293,Challenger,903 LP,Viego,Lee Sin,Nidalee,536,148,107,58%
Peyz #KR11,kr,294,Challenger,901 LP,Ezreal,Ashe,Varus,779,109,60,64%
소년가장 원딜 #KR1,kr,295,Challenger,900 LP,Ezreal,Caitlyn,Jhin,455,122,78,61%
douyin szl #szl,kr,296,Challenger,899 LP,Taliyah,Viego,Nidalee,215,135,94,59%
yu7 #1026,kr,297,Challenger,897 LP,Qiyana,Taliyah,Talon,90,234,187,56%
Crack #0221,kr,298,Challenger,895 LP,Leona,Rell,Bard,597,240,204,54%
Zed99 #0310,kr,299,Challenger,895 LP,Zed,Sylas,Renekton,607,109,61,64%
dafyyy #www,kr,300,Challenger,885 LP,Jinx,Ashe,Smolder,61,236,175,57%
ASTROBOY99 #NA1,na,1,Challenger,"2,001 LP",Graves,Nidalee,Jarvan IV,442,290,206,58%
twtv kenvilol #SSS,na,2,Challenger,"1,941 LP",Jarvan IV,Graves,Lee Sin,149,192,125,61%
Pentaless #cat,na,3,Challenger,"1,789 LP",Viego,Qiyana,Ekko,745,190,118,62%
Spawn #NA3,na,4,Challenger,"1,720 LP",Corki,Ashe,Ezreal,672,228,161,59%
Horder #Chris,na,5,Challenger,"1,610 LP",Jax,Gnar,Yone,267,218,153,59%
never type #1998,na,6,Challenger,"1,608 LP",Riven,Vayne,Jayce,332,183,106,63%
Kenvi #NA1,na,7,Challenger,"1,523 LP",Graves,Kindred,Lee Sin,395,279,219,56%
Isles #000,na,8,Challenger,"1,512 LP",Nautilus,Rell,Poppy,208,319,264,55%
Pentaless #NA1,na,9,Challenger,"1,463 LP",Nunu & Willump,Skarner,Sion,352,259,202,56%
duoking1 #Talia,na,10,Challenger,"1,357 LP",Zyra,Alistar,Jhin,693,163,101,62%
Dusk to Dawn #god,na,11,Challenger,"1,345 LP",Kennen,Sylas,Yone,77,294,203,59%
MySwordCrimson #2006,na,12,Challenger,"1,317 LP",Renekton,Yone,Jax,1007,288,239,55%
asdafxcaswdfg #aswd,na,13,Challenger,"1,317 LP",Jinx,Caitlyn,Smolder,90,129,71,65%
Tactical0 #NA1,na,14,Challenger,"1,314 LP",Corki,Ashe,Kai'Sa,376,109,55,66%
Cody Sun #Aura,na,15,Challenger,"1,314 LP",Ashe,Tristana,Corki,874,237,196,55%
melke #0001,na,16,Challenger,"1,293 LP",Kai'Sa,Aphelios,Ezreal,678,260,211,55%
Neøø #1012,na,17,Challenger,"1,282 LP",Corki,Jinx,Kalista,1123,121,61,66%
we can win #CN1,na,18,Challenger,"1,280 LP",Kha'Zix,Viego,Graves,142,137,87,61%
Masquerade Asuna #Yuuki,na,19,Challenger,"1,273 LP",Kennen,Orianna,Corki,433,436,401,52%
blinker #lll,na,20,Challenger,"1,234 LP",Gnar,Camille,Ambessa,107,132,76,63%
T0mio #NA1,na,21,Challenger,"1,233 LP",Jayce,Rengar,Nidalee,602,149,100,60%
Spica #001,na,22,Challenger,"1,232 LP",Sylas,Yone,Graves,423,128,75,63%
Shogo #Shog,na,23,Challenger,"1,224 LP",Kog'Maw,Syndra,Corki,657,214,161,57%
Fudgecakey #5811,na,24,Challenger,"1,211 LP",Yone,Ambessa,Jax,764,153,107,59%
as5mdlk7smakld12 #1234,na,25,Challenger,"1,207 LP",Yone,Sylas,Smolder,62,187,105,64%
qweasdzxc #NA2,na,26,Challenger,"1,201 LP",Lee Sin,Viego,Hecarim,152,136,88,61%
Srtty #alynn,na,27,Challenger,"1,200 LP",Aurora,Ambessa,Kennen,187,210,170,55%
asfdwrqe #CN1,na,28,Challenger,"1,191 LP",Viego,Jarvan IV,Kha'Zix,148,139,94,60%
AoJune #3354,na,29,Challenger,"1,171 LP",Yone,Corki,Aurora,1141,228,180,56%
TL Honda CoreJJ #1123,na,30,Challenger,"1,162 LP",Pyke,Poppy,Zyra,568,232,187,55%
Sushee #NA1,na,31,Challenger,"1,150 LP",Kog'Maw,Ashe,Kai'Sa,1232,220,175,56%
Hub1012345 #NA1,na,32,Challenger,"1,148 LP",Anivia,Ezreal,Jinx,761,194,150,56%
I will trade #NA1,na,33,Challenger,"1,126 LP",Ambessa,Viktor,Jayce,487,115,68,63%
Kurfyou #NA3,na,34,Challenger,"1,098 LP",Zilean,Hwei,Jinx,179,216,172,56%
Zep LFT OQ CLOL #QC1,na,35,Challenger,"1,093 LP",Corki,Ashe,Smolder,96,144,103,58%
GOD #Fiora,na,36,Challenger,"1,090 LP",Fiora,Aurora,Camille,87,335,269,55%
Icelandic Hero #ice,na,37,Challenger,"1,080 LP",Skarner,Viego,Brand,972,214,170,56%
Doublelift #NA1,na,38,Challenger,"1,080 LP",Jinx,Caitlyn,Corki,598,222,184,55%
Samikin #uwu,na,39,Challenger,"1,077 LP",Zoe,Aurora,Lux,810,105,63,63%
Sheiden #0001,na,40,Challenger,"1,076 LP",Graves,Viego,Lee Sin,340,205,160,56%
eXyu #000,na,41,Challenger,"1,067 LP",Jayce,Ahri,Viego,927,270,228,54%
Ctr1 V #NA1,na,42,Challenger,"1,057 LP",Skarner,Viego,Zac,58,90,28,76%
Z Score #1500,na,43,Challenger,"1,046 LP",Karma,Bard,Braum,975,189,148,56%
Breezyyy #NA1,na,44,Challenger,"1,046 LP",Rell,Nautilus,Alistar,1198,162,116,58%
InoriB #2005,na,45,Challenger,"1,043 LP",Ezreal,Aphelios,Varus,229,246,209,54%
Nikkone #NA1,na,46,Challenger,"1,038 LP",Fiddlesticks,Hecarim,Kha'Zix,774,150,102,60%
任星远 #sky,na,47,Challenger,"1,029 LP",Rengar,Kha'Zix,Malphite,148,134,81,62%
PaIco #NA1,na,48,Challenger,"1,021 LP",Garen,Darius,Tryndamere,352,159,117,58%
dusklol #000,na,49,Challenger,"1,020 LP",Kha'Zix,Qiyana,Riven,363,118,72,62%
Vitorus #NA2,na,50,Challenger,"1,014 LP",Zac,Hecarim,Ziggs,71,159,120,57%
Raveydemon #NA1,na,51,Challenger,"1,012 LP",Naafiri,Kled,Akali,902,372,334,53%
Ariendel #NA1,na,52,Challenger,"1,012 LP",Aurelion Sol,Skarner,Jarvan IV,883,241,204,54%
Kai #Saens,na,53,Challenger,"1,007 LP",Wukong,Ashe,Aatrox,719,128,87,60%
Kelpo #NA2,na,54,Challenger,"1,006 LP",Akshan,Soraka,Yasuo,564,159,121,57%
ttv nyx1v9 #nyx,na,55,Challenger,"1,003 LP",Bel'Veth,Kindred,Rengar,60,164,93,64%
123123412345 #NA1,na,56,Challenger,"1,000 LP",Skarner,Graves,Lillia,164,150,96,61%
yangus Beef #NA1,na,57,Challenger,977 LP,Urgot,Veigar,Kog'Maw,693,156,119,57%
Will #NA12,na,58,Challenger,977 LP,Graves,Nidalee,Jarvan IV,887,271,234,54%
OmiBro #NA1,na,59,Challenger,976 LP,Corki,Kai'Sa,Ezreal,457,172,132,57%
fullclearonly123 #CN1,na,60,Challenger,972 LP,Jarvan IV,Lee Sin,Kindred,221,117,72,62%
Businessman #003,na,61,Challenger,970 LP,Pyke,Akshan,Ekko,67,92,47,66%
kele #1003,na,62,Challenger,964 LP,Talon,Akali,Galio,954,239,200,54%
Hide On SanGil #NA1,na,63,Challenger,963 LP,Ambessa,Jax,Garen,288,123,65,65%
Principal #kat,na,64,Challenger,962 LP,Katarina,Hwei,Zeri,981,162,125,56%
Daption #Sandy,na,65,Challenger,952 LP,Jhin,Ashe,Jinx,924,287,253,53%
Tomo #0999,na,66,Challenger,951 LP,Ezreal,Zeri,Smolder,1155,212,177,54%
Besso #NA1,na,67,Challenger,951 LP,Kled,Gnar,Yorick,222,193,157,55%
Devost #4571,na,68,Challenger,949 LP,Jayce,K'Sante,Fiora,223,326,288,53%
NPC #150ms,na,69,Challenger,942 LP,Yasuo,Yone,Tryndamere,97,221,166,57%
Numbers 11vs14 #Rïôt,na,70,Challenger,940 LP,Yasuo,Akshan,Soraka,50,117,75,61%
thumb gaming #aiden,na,71,Challenger,938 LP,Yasuo,Syndra,Galio,72,90,36,71%
RainaisCrazy #Wifey,na,72,Challenger,933 LP,Azir,Garen,Teemo,252,143,97,60%
links #111,na,73,Challenger,932 LP,Zyra,Jhin,Caitlyn,605,87,37,70%
Dhokla #NA1,na,74,Challenger,927 LP,Ambessa,Jax,Aurora,798,283,250,53%
Mixtsure #LPL,na,75,Challenger,924 LP,Hwei,Leona,Yasuo,648,166,136,55%
im risk #NA1,na,76,Challenger,920 LP,Viego,Elise,Vex,944,278,242,53%
少年的剑 #vamks,na,77,Challenger,920 LP,LeBlanc,Yone,Ryze,462,258,225,53%
eDATERSgg #6969,na,78,Challenger,920 LP,Graves,Hecarim,Karthus,69,209,151,58%
Min #클로버,na,79,Challenger,918 LP,Aatrox,K'Sante,Riven,672,253,212,54%
young #0000,na,80,Challenger,918 LP,Jayce,LeBlanc,Orianna,617,211,175,55%
Shiku #2004,na,81,Challenger,917 LP,Rell,Senna,Nautilus,1497,198,159,55%
Cozy #0122,na,82,Challenger,916 LP,Akali,Camille,Gnar,376,127,87,59%
donb #2003,na,83,Challenger,913 LP,Leona,Nautilus,Rakan,640,79,30,72%
WX HERD VD #NA1,na,84,Challenger,911 LP,Morgana,Nocturne,Brand,246,164,124,57%
Lilredlol #annac,na,85,Challenger,908 LP,Udyr,Hecarim,Kha'Zix,677,82,44,65%
AlphaWolffy #NA1,na,86,Challenger,905 LP,Syndra,Ivern,Azir,1155,184,148,55%
ck286 #pris,na,87,Challenger,904 LP,Sylas,Ahri,Veigar,1063,156,117,57%
xeirzo #gwen,na,88,Challenger,904 LP,Gwen,Corki,Vayne,254,316,268,54%
WorldConquer #天下無双,na,89,Challenger,903 LP,Yasuo,Akshan,Vladimir,489,175,136,56%
Pobelter #NA1,na,90,Challenger,902 LP,Sylas,Aurora,Ryze,797,254,224,53%
YoojungHukiriLee #NA1,na,91,Challenger,902 LP,Nautilus,Senna,Karma,765,169,128,57%
TymMio #DaHoe,na,92,Challenger,901 LP,Rell,Seraphine,Senna,1214,245,206,54%
Eliass #NA1,na,93,Challenger,898 LP,Veigar,Galio,Smolder,613,159,125,56%
AstridMomoko #NA1,na,94,Challenger,895 LP,Jax,Camille,Gragas,409,133,95,58%
xonas #0000,na,95,Challenger,887 LP,Draven,Kog'Maw,Varus,222,256,216,54%
one last dance #nahz,na,96,Challenger,887 LP,Yasuo,Yone,Hwei,83,107,63,63%
Davemon #NA1,na,97,Challenger,880 LP,Pyke,Lee Sin,Akshan,354,134,87,61%
PhyMini #NA1,na,98,Challenger,877 LP,Yone,Corki,Hwei,367,201,165,55%
quancutengokngek #204,na,99,Challenger,876 LP,Rammus,Fiddlesticks,Malphite,351,133,91,59%
我爱你 #1711,na,100,Challenger,873 LP,Nautilus,Rakan,Karma,1277,285,259,52%
A Frozen Titan #NA1,na,101,Challenger,867 LP,Sylas,Syndra,Yone,891,121,81,60%
KDKD #9999,na,102,Challenger,864 LP,Nautilus,Thresh,Rakan,569,151,114,57%
不帮就送 #0888,na,103,Challenger,863 LP,Graves,Aatrox,Fiddlesticks,122,165,128,56%
LikeAMaws #NA1,na,104,Challenger,861 LP,Hwei,Taliyah,Yone,566,108,69,61%
ItzYoru #help,na,105,Challenger,858 LP,Thresh,Rell,Leona,648,141,101,58%
Aiden Yasuo #MESSI,na,106,Challenger,856 LP,Yasuo,Syndra,Yone,593,90,53,63%
BOBtimer #tank,na,107,Challenger,853 LP,Poppy,Skarner,Sejuani,957,241,203,54%
Trailblaze #Stars,na,108,Challenger,851 LP,Dr. Mundo,Poppy,Gragas,774,148,96,61%
Fishlord #Swain,na,109,Challenger,846 LP,Swain,Syndra,Cassiopeia,787,208,164,56%
Afflictive #藍月なくる,na,110,Challenger,844 LP,Soraka,Zilean,Rakan,472,239,202,54%
Ty G #Teemo,na,111,Challenger,843 LP,Teemo,Gnar,Kayle,1081,388,367,51%
UCI duong pro #NA1,na,112,Challenger,841 LP,Viego,Nidalee,Lee Sin,271,393,359,52%
flocon #FRK,na,113,Challenger,841 LP,Syndra,LeBlanc,Hecarim,151,128,88,59%
Tokibuny #ttv,na,114,Challenger,841 LP,Aurora,Akali,Lux,125,154,123,56%
Jauny #2001,na,115,Challenger,838 LP,Jax,Gnar,Camille,718,186,153,55%
skypture #slump,na,116,Challenger,836 LP,Ashe,Lucian,Jinx,706,374,340,52%
Haxorr TTV #HAXOR,na,117,Challenger,833 LP,Jax,Fiora,Aatrox,645,290,255,53%
Sophist Sage #0409,na,118,Challenger,833 LP,Jhin,Ashe,Caitlyn,735,181,147,55%
fiction #gap,na,119,Challenger,832 LP,Caitlyn,Jhin,Ashe,884,311,281,53%
funny corgiヅ #corgi,na,120,Challenger,831 LP,Anivia,Galio,Smolder,653,215,179,55%
perma ban ekko #ekko,na,121,Challenger,829 LP,Vex,Mordekaiser,Nasus,270,202,165,55%
تريجر #420,na,122,Challenger,828 LP,Lucian,Corki,Jhin,337,120,83,59%
Komari #TTV,na,123,Challenger,827 LP,Yasuo,Yone,Akshan,878,266,241,52%
CaptBear #NA1,na,124,Challenger,826 LP,Kled,,,743,158,122,56%
Panyyann #7777,na,125,Challenger,825 LP,Pyke,Senna,Jayce,63,172,128,57%
天賦第八究明者 #Sight,na,126,Challenger,824 LP,Kayle,Gwen,Yone,522,279,250,53%
Sharpe #NA1,na,127,Challenger,824 LP,Lux,Seraphine,Senna,674,124,86,59%
떡볶이 #1026,na,128,Challenger,824 LP,Nidalee,K'Sante,Gangplank,80,305,257,54%
rovex7 #NA1,na,129,Challenger,824 LP,Nautilus,Alistar,Poppy,419,272,237,53%
ZEZE ZAZA XOOO #anna,na,130,Challenger,823 LP,Sivir,Kai'Sa,Jhin,1011,206,173,54%
Maxander #NA1,na,131,Challenger,822 LP,Viego,Bel'Veth,Graves,1274,225,200,53%
Eclipse #NA 1,na,132,Challenger,820 LP,Jax,Renekton,Riven,810,171,129,57%
BigBeagle #NA1,na,133,Challenger,819 LP,Alistar,Rakan,Thresh,870,179,142,56%
its so hard #NA1,na,134,Challenger,818 LP,Orianna,Hwei,Yone,409,156,108,59%
Memories #YYC,na,135,Challenger,817 LP,Bard,Lulu,Karma,894,124,89,58%
Kzykendy #NA1,na,136,Challenger,817 LP,Azir,Garen,Ahri,759,159,127,56%
Minazuki #0909,na,137,Challenger,812 LP,Corki,Tristana,Aphelios,1259,155,123,56%
Yordleswaggins #NA1,na,138,Challenger,809 LP,Volibear,Mordekaiser,Gragas,593,179,146,55%
Journey #TOP,na,139,Challenger,808 LP,Irelia,Ambessa,Jax,712,326,294,53%
fairy girl #NA1,na,140,Challenger,806 LP,Swain,Lux,Syndra,820,139,94,60%
NUNU WINTRADE #NUNU3,na,141,Challenger,805 LP,Nunu & Willump,Darius,Xerath,415,141,112,56%
抖音薇信tonytoppwd #pwdd,na,142,Challenger,804 LP,Ambessa,Aurora,Jax,615,130,91,59%
SirZepre #NA1,na,143,Challenger,803 LP,Ashe,Corki,Smolder,665,135,101,57%
qindie5 #0505,na,144,Challenger,800 LP,Lee Sin,Jarvan IV,Sylas,452,94,50,65%
Ninkey #NA1,na,145,Challenger,798 LP,Gwen,Garen,Kayle,343,211,180,54%
5tunt #NA1,na,146,Challenger,795 LP,Senna,Nami,Karma,625,130,94,58%
The PlayMaker O #NA1,na,147,Challenger,793 LP,Yasuo,Akali,Yone,945,215,179,55%
大爱仙尊 #T800,na,148,Challenger,792 LP,Ekko,Kha'Zix,Jarvan IV,413,88,48,65%
Kral Only35 #03535,na,149,Challenger,791 LP,Nautilus,Rakan,Rell,385,249,228,52%
Berik #fish,na,150,Challenger,788 LP,Viego,K'Sante,Udyr,804,140,107,57%
Ahj #YONE,na,151,Challenger,788 LP,Yone,Ahri,Hwei,984,292,272,52%
Subaru Natsuki #Smile,na,152,Challenger,785 LP,Lissandra,Ahri,Ezreal,1005,222,196,53%
ANDOQS #4444,na,153,Challenger,785 LP,Jhin,Ahri,Caitlyn,615,156,124,56%
EricWei #1412,na,154,Challenger,783 LP,Gragas,Sylas,Camille,813,92,47,66%
lucky boy syndrm #kit,na,155,Challenger,782 LP,Lux,Hwei,Kog'Maw,658,135,100,57%
discount Yangus #Urgot,na,156,Challenger,781 LP,Urgot,Veigar,Kog'Maw,236,158,124,56%
AIDENNNN #NA1,na,157,Challenger,779 LP,Yasuo,Syndra,Yone,79,115,67,63%
huhi #0246,na,158,Challenger,778 LP,Kai'Sa,Lucian,Ezreal,587,105,66,61%
kisno #NA1,na,159,Challenger,778 LP,Viego,Kindred,Xin Zhao,624,100,46,68%
LOVE3000 #nadog,na,160,Challenger,778 LP,Neeko,Kennen,Jarvan IV,109,159,123,56%
wenwin #wenny,na,161,Challenger,776 LP,Udyr,Ambessa,Skarner,245,262,230,53%
Inconsiderate #I AM,na,162,Challenger,775 LP,Riven,Jayce,Ambessa,466,397,374,51%
Mechie #Mule,na,163,Challenger,773 LP,Aatrox,K'Sante,Volibear,1149,132,99,57%
Music #NA2,na,164,Challenger,772 LP,Graves,Viego,Skarner,191,85,47,64%
Mello #ADC,na,165,Challenger,770 LP,Hwei,Jhin,Ashe,1064,167,131,56%
이지성 #9462,na,166,Challenger,768 LP,Jayce,Ashe,K'Sante,765,148,114,56%
火 影 #2Szd,na,167,Challenger,768 LP,Zed,Katarina,LeBlanc,446,108,78,58%
xiaodtroduongben #mango,na,168,Challenger,767 LP,Thresh,Nautilus,Rakan,117,171,135,56%
TrickyMagics #NA1,na,169,Challenger,766 LP,Lux,Nami,Senna,594,112,75,60%
Fear #GWEN,na,170,Challenger,766 LP,Gwen,Kayle,Gangplank,127,244,210,54%
知 我 #0727,na,171,Challenger,765 LP,Graves,Viego,Nidalee,274,108,72,60%
Ego #1048,na,172,Challenger,764 LP,Gangplank,Gragas,Aurora,407,198,169,54%
Busio JNG #NA1,na,173,Challenger,764 LP,Vel'Koz,Syndra,Sylas,152,78,35,69%
Nerfing #0001,na,174,Challenger,762 LP,Lulu,Karma,Seraphine,80,88,50,64%
Good Boi #NA1,na,175,Challenger,757 LP,Caitlyn,Ashe,Senna,865,134,99,58%
Aaaaaari #NA1,na,176,Challenger,756 LP,Kai'Sa,Jhin,Kindred,777,216,183,54%
supramalignance #na01,na,177,Challenger,756 LP,Riven,Jax,Camille,78,178,150,54%
realms #NA1,na,178,Challenger,756 LP,Poppy,Kog'Maw,Sylas,318,121,86,58%
HoodedGnome #NA1,na,179,Challenger,753 LP,Syndra,Talon,Zac,85,120,88,58%
Harmony #NA2,na,180,Challenger,753 LP,Karma,Seraphine,Janna,68,89,52,63%
Virtuosa #arkni,na,181,Challenger,752 LP,Neeko,Rell,Senna,229,365,339,52%
ichigo daifuku #274,na,182,Challenger,751 LP,Viego,Nidalee,Kindred,206,110,80,58%
Verdict #9108,na,183,Challenger,751 LP,Udyr,Kha'Zix,Viego,834,164,135,55%
twtv bobjenkins #NA3,na,184,Challenger,750 LP,Kennen,Gnar,Rumble,105,82,35,70%
Paklaiton #NA1,na,185,Challenger,750 LP,Brand,Amumu,Malphite,263,325,291,53%
Karasmai #171XO,na,186,Challenger,750 LP,Kayn,Kha'Zix,Hecarim,330,183,142,56%
Nukez #Pixel,na,187,Challenger,749 LP,Rell,Leona,Nautilus,1029,216,184,54%
Neymar Júnior #JogaB,na,188,Challenger,744 LP,Viego,Jhin,Caitlyn,303,213,179,54%
vx sasikiran00 #ran,na,189,Challenger,743 LP,Nautilus,Kai'Sa,Alistar,1005,233,210,53%
Decoy #Kat,na,190,Challenger,743 LP,Aurora,Jax,K'Sante,1182,182,149,55%
lllIllIIlllIlII #2004,na,191,Challenger,742 LP,LeBlanc,Zed,Akali,568,225,201,53%
TyChee #1437,na,192,Challenger,741 LP,Draven,Caitlyn,Ashe,1499,360,333,52%
Cryogen #Tay,na,193,Challenger,741 LP,Kai'Sa,Jhin,Poppy,790,156,124,56%
superman #yone,na,194,Challenger,739 LP,Yone,Yasuo,Jax,193,124,91,58%
3in1warrior #NA1,na,195,Challenger,737 LP,Renekton,Camille,Ambessa,470,181,149,55%
Bitter #NA1,na,196,Challenger,737 LP,Sona,Seraphine,Nami,951,164,130,56%
心痛无医 #26319,na,197,Challenger,735 LP,Qiyana,Sivir,Ashe,301,175,133,57%
SALVA #1031,na,198,Challenger,734 LP,Azir,Taliyah,Jhin,475,339,316,52%
stayhere #smile,na,199,Challenger,734 LP,Akshan,Singed,Kennen,643,243,215,53%
asdzxcqwe #1543,na,200,Challenger,734 LP,Yone,Sylas,Kai'Sa,395,117,86,58%
Blind Walker #zzzzz,na,201,Challenger,734 LP,Graves,Viego,Wukong,371,151,113,57%
3005 #00001,na,202,Challenger,733 LP,Viego,Zac,Kindred,347,196,158,55%
最后一页 #0814,na,203,Challenger,731 LP,Aphelios,Tristana,Jinx,67,130,80,62%
snarkyy #krule,na,204,Challenger,731 LP,Syndra,Orianna,Sylas,607,135,106,56%
Conchad #Luck,na,205,Challenger,730 LP,K'Sante,Yasuo,Maokai,678,151,109,58%
quante #urgot,na,206,Challenger,730 LP,Urgot,Garen,Gwen,167,246,212,54%
Palco #ガレンOP,na,207,Challenger,730 LP,Garen,Darius,Tryndamere,606,209,173,55%
Alcalamity #NA1,na,208,Challenger,729 LP,Tahm Kench,Nautilus,Seraphine,993,268,232,54%
Wx JmEkko #PWDL,na,209,Challenger,727 LP,Ekko,Jarvan IV,Kha'Zix,547,188,151,55%
support come top #NA2,na,210,Challenger,726 LP,Riven,Vayne,Ambessa,92,98,52,65%
RoseThorn #Rose,na,211,Challenger,725 LP,Nidalee,Lee Sin,Graves,749,107,69,61%
Jaeger #1000,na,212,Challenger,723 LP,Corki,Hwei,Tristana,780,120,91,57%
CompIain #NA1,na,213,Challenger,722 LP,Graves,Nidalee,Kha'Zix,678,327,308,51%
葳 蕤 #1230,na,214,Challenger,722 LP,Taliyah,Graves,Viego,734,119,84,59%
Karasmai Kayn #NA1,na,215,Challenger,721 LP,Kayn,Graves,Zed,687,158,123,56%
Miracle #MIKE,na,216,Challenger,721 LP,Nautilus,Rell,Senna,793,128,98,57%
chocolate rain #LFG,na,217,Challenger,719 LP,Udyr,Viego,Skarner,385,193,158,55%
pewpew #pigmé,na,218,Challenger,717 LP,Ashe,Corki,Ezreal,826,166,130,56%
波士顿第一深情 #1117,na,219,Challenger,717 LP,Kai'Sa,Ziggs,Smolder,157,110,65,63%
SongAaron #NA1,na,220,Challenger,716 LP,Ryze,Cassiopeia,Syndra,113,110,78,59%
kano #chama,na,221,Challenger,715 LP,Ekko,Talon,Jarvan IV,69,232,183,56%
antiheal #ILFSM,na,222,Challenger,714 LP,Ashe,Veigar,Tahm Kench,756,124,95,57%
Psychopathic Top #NA1,na,223,Challenger,713 LP,Nasus,Jax,Thresh,608,95,58,62%
花有重开日人无在少年 #0525,na,224,Challenger,713 LP,Taliyah,Singed,Pantheon,110,197,151,57%
Patient #NA1,na,225,Challenger,712 LP,Karma,Maokai,Leona,689,219,179,55%
bie sha wo #Fei,na,226,Challenger,708 LP,Lissandra,Ezreal,Yone,94,82,45,65%
Oidotdash #shudu,na,227,Challenger,707 LP,LeBlanc,Taliyah,Lee Sin,729,103,73,59%
winder999 #rose,na,228,Challenger,705 LP,Jax,Camille,Gnar,216,157,123,56%
PoopSwag69 #l33t,na,229,Challenger,703 LP,Yasuo,Yone,Teemo,1161,157,131,55%
Hatsune Neeko #NA1,na,230,Challenger,703 LP,Neeko,Vayne,Sett,337,251,219,53%
MOTIVATIONALMID #INSPI,na,231,Challenger,702 LP,Yone,Jayce,LeBlanc,875,207,179,54%
i love priscilla #十bork,na,232,Challenger,701 LP,Irelia,Akali,Yone,197,118,84,58%
struggler #heed,na,233,Challenger,701 LP,Lissandra,Syndra,Hwei,301,158,116,58%
else #god,na,234,Challenger,700 LP,Ambessa,Aatrox,Jayce,311,93,61,60%
Rascal500 #compy,na,235,Challenger,699 LP,Corki,Jhin,Zyra,903,175,150,54%
akn #dios,na,236,Challenger,698 LP,Lux,Seraphine,Morgana,1066,152,123,55%
Lohazz #fdsfs,na,237,Challenger,697 LP,Pantheon,Viego,Gragas,229,114,80,59%
stayfocusss #9212,na,238,Challenger,697 LP,Graves,Lee Sin,Kindred,440,166,146,53%
TTV Muwasame #ACK,na,239,Challenger,697 LP,Jarvan IV,Elise,Skarner,831,161,126,56%
Zamudo #冷艳小妈,na,240,Challenger,696 LP,Swain,Warwick,Cassiopeia,114,90,51,64%
Special Kay #NA1,na,241,Challenger,695 LP,Maokai,Karma,Nautilus,897,184,148,55%
Likable #NA1,na,242,Challenger,695 LP,Akshan,Katarina,Yone,1314,262,236,53%
Zamudo #2004,na,243,Challenger,694 LP,Yasuo,Jinx,Yone,77,124,81,60%
Mushroom Soup #mushy,na,244,Challenger,693 LP,Bel'Veth,Udyr,Yone,973,115,78,60%
Ember #RCU,na,245,Challenger,691 LP,Ambessa,K'Sante,Skarner,82,128,97,57%
corejj cat #NA1,na,246,Challenger,691 LP,Leona,Nautilus,Blitzcrank,86,89,51,64%
strawberi #泡泡兔,na,247,Challenger,690 LP,Seraphine,Lux,Lulu,1159,244,211,54%
KaiGyt #0187,na,248,Challenger,690 LP,Vi,Sylas,Yone,1031,70,39,64%
곰돌이 푸 #0000,na,249,Challenger,689 LP,Jayce,Lee Sin,Graves,419,218,188,54%
