summoner,region,rank,tier,lp,most_champion_1,most_champion_2,most_champion_3,level,win,loss,winrate
We Chilling Bot #Hook,euw,192,Challenger,997 LP,Thresh,Rell,Nautilus,857,177,142,55%
kerberos lsd acc #SHINE,euw,193,Challenger,996 LP,Cho'Gath,Quinn,Dr. Mundo,1258,408,368,53%
trymboner #2000,euw,194,Challenger,994 LP,Rell,Pyke,Rakan,794,137,100,58%
Nyxes #2003,euw,195,Challenger,991 LP,Seraphine,Janna,Milio,951,142,99,59%
Mr useful #361,euw,196,Challenger,988 LP,Aurora,Galio,Sylas,99,178,129,58%
Rebirth #AURI,euw,197,Challenger,986 LP,Aurora,Shen,Jayce,582,277,235,54%
SeRiN1 #EUW,euw,198,Challenger,985 LP,Syndra,LeBlanc,Yasuo,1399,209,161,56%
OLEG FULLCLEAR #CLEAR,euw,199,Challenger,984 LP,Viego,Morgana,Elise,180,89,43,67%
þ Ξ Ъ ョ г ア ấ Čж #Grogu,euw,200,Challenger,984 LP,Riven,Renekton,Gragas,605,171,122,58%
cherry blossom #777jp,euw,201,Challenger,982 LP,Lee Sin,K'Sante,Kindred,137,93,43,68%
Husum #EUW,euw,202,Challenger,981 LP,Swain,Vladimir,Galio,596,91,42,68%
modernillo #moder,euw,203,Challenger,980 LP,Gnar,Jax,Kennen,1080,223,183,55%
anchxo #puca,euw,204,Challenger,975 LP,Irelia,Fiora,Akali,71,117,71,62%
vovalaclasse #EUW,euw,205,Challenger,975 LP,Ambessa,Aurora,Yone,290,147,112,57%
PAKO ETERNAL #EUW,euw,206,Challenger,974 LP,Ashe,Caitlyn,Corki,77,213,148,59%
无关风月丶 #6666,euw,207,Challenger,973 LP,Fiora,Camille,Jax,275,351,312,53%
Chhabi #2447,euw,208,Challenger,972 LP,Sona,Seraphine,Janna,613,199,164,55%
Jan Oblak #69420,euw,209,Challenger,971 LP,Skarner,Graves,Viego,1083,244,206,54%
Shαwn Frost #EUW,euw,210,Challenger,970 LP,Skarner,Zyra,Viego,415,124,80,61%
Silk #767,euw,211,Challenger,970 LP,Sylas,Yone,Ryze,825,199,156,56%
Zanzarah #1996,euw,212,Challenger,969 LP,Wukong,Skarner,Udyr,512,334,296,53%
bluerzor #grind,euw,213,Challenger,968 LP,Jarvan IV,Graves,Viego,605,233,192,55%
SPOOKY #LFT,euw,214,Challenger,968 LP,Viego,Gwen,Skarner,1186,209,167,56%
skygge kriger #EUV,euw,215,Challenger,964 LP,Aurora,K'Sante,Camille,903,176,137,56%
AFW ESCIK #AFW,euw,216,Challenger,964 LP,Syndra,Yone,Sylas,752,92,47,66%
Akiyoshi #EUW,euw,217,Challenger,962 LP,Kennen,Ambessa,K'Sante,269,100,52,66%
merx #2705,euw,218,Challenger,962 LP,Hecarim,Diana,Lillia,93,190,141,57%
Dr Orange #Caps,euw,219,Challenger,961 LP,Aurora,Ambessa,Ahri,1037,106,68,61%
chenzelot #LOT,euw,220,Challenger,960 LP,Gnar,Irelia,Gwen,560,144,103,58%
c0st0m #dane,euw,221,Challenger,959 LP,Blitzcrank,Corki,Galio,747,243,196,55%
أستولفو بن لادن #UwU,euw,222,Challenger,958 LP,Singed,Braum,Jarvan IV,384,181,138,57%
ΠΑΣΟΚΟΣ #EUW,euw,223,Challenger,958 LP,Yone,Sylas,Ahri,163,192,149,56%
Mein Königreich #917n3,euw,224,Challenger,957 LP,Yone,Syndra,Ahri,189,87,44,66%
Zac Nani #PELO,euw,225,Challenger,957 LP,Zac,Vi,Tahm Kench,193,104,55,65%
farm minions ok #1481,euw,226,Challenger,956 LP,Yone,LeBlanc,Sylas,301,325,284,53%
Jamie Vardy #Tukan,euw,227,Challenger,954 LP,Nautilus,Rakan,Rell,893,235,187,56%
Gordinho #24805,euw,228,Challenger,954 LP,Poppy,Rell,Nautilus,160,172,125,58%
iwanan #7596,euw,229,Challenger,954 LP,Jayce,Hwei,Azir,277,106,56,65%
Kaymin #0104,euw,230,Challenger,953 LP,Galio,Yone,Orianna,603,179,136,57%
Attila #9032,euw,231,Challenger,953 LP,Leona,Lux,Corki,866,285,242,54%
TheShygenda #EUW,euw,232,Challenger,953 LP,Teemo,Ambessa,Aurora,210,83,37,69%
Akanania #1111,euw,233,Challenger,952 LP,Caitlyn,Ashe,Kai'Sa,698,311,269,54%
blueskies777 #EUW,euw,234,Challenger,952 LP,K'Sante,Gnar,Aurora,273,292,253,54%
Sumerei #EUW,euw,235,Challenger,950 LP,Caitlyn,Kai'Sa,Corki,906,261,226,54%
Ignacarious #5232,euw,236,Challenger,950 LP,Kai'Sa,Caitlyn,Ashe,739,145,105,58%
dastindynamite #EUW,euw,237,Challenger,949 LP,Pantheon,Gnar,Poppy,84,200,148,57%
killer tune #zzz,euw,238,Challenger,949 LP,Zoe,Corki,Yone,291,122,72,63%
Erithacus rubecu #69139,euw,239,Challenger,948 LP,Viego,Graves,Skarner,198,126,79,61%
QloTrGeSdV #EUW,euw,240,Challenger,948 LP,Sylas,Yone,Ahri,332,199,160,55%
TTV EcstassyLoL #KTH,euw,241,Challenger,947 LP,Ashe,Jinx,Ezreal,546,254,218,54%
FUN k3y #EUW,euw,242,Challenger,945 LP,Aphelios,Kalista,Jhin,602,117,69,63%
Donna Hamilton #EUW,euw,243,Challenger,944 LP,Hwei,Ahri,Jhin,876,175,125,58%
Dajor #0205,euw,244,Challenger,944 LP,Sylas,Aurora,Akali,902,176,133,57%
B Z #ZED,euw,245,Challenger,942 LP,Zed,Sylas,Taliyah,1334,279,240,54%
Dongfang Yuechu #Dao,euw,246,Challenger,942 LP,Nautilus,Rell,Poppy,1156,298,262,53%
tibor #zzz,euw,247,Challenger,941 LP,Yone,Sylas,Ahri,654,133,91,59%
Marshall Mathers #KING,euw,248,Challenger,941 LP,Rell,Nautilus,Thresh,107,220,178,55%
Peak Level #123,euw,249,Challenger,940 LP,Rell,Leona,Pyke,766,199,158,56%
Macaquiño #GAP,euw,250,Challenger,940 LP,Lux,Ahri,Aurora,1398,142,99,59%
Danilo123 #EUW,euw,251,Challenger,940 LP,Fiora,K'Sante,Ornn,256,173,125,58%
winter soldier #arc,euw,252,Challenger,939 LP,Rell,Nautilus,Poppy,814,204,164,55%
ΑrchΦiend #666,euw,253,Challenger,939 LP,K'Sante,Aatrox,Renekton,195,231,195,54%
Odoamne #KEKW,euw,254,Challenger,937 LP,K'Sante,Ambessa,Gnar,663,174,135,56%
Shift #kaipo,euw,255,Challenger,937 LP,Viego,Graves,Talon,83,119,73,62%
Dusty #2026,euw,256,Challenger,936 LP,Yone,Orianna,Ahri,222,248,215,54%
Les Abysses #ASF,euw,257,Challenger,934 LP,Aatrox,Gragas,Yone,530,156,113,58%
Insightful #6000,euw,258,Challenger,934 LP,Karthus,Kayn,Brand,438,246,205,55%
the inescapable #EUW,euw,259,Challenger,933 LP,Ambessa,Swain,Vel'Koz,337,149,105,59%
Nubobo #EUW,euw,260,Challenger,932 LP,Bard,Pyke,Leona,241,134,80,63%
ºVº Leopold ºVº #hapi,euw,261,Challenger,932 LP,Janna,Lulu,Senna,104,230,189,55%
SBBYY #EUW12,euw,262,Challenger,932 LP,Corki,Jhin,Ezreal,466,307,266,54%
quaalude moon #000,euw,263,Challenger,931 LP,Gragas,Pantheon,Maokai,65,130,82,61%
Artix von #12345,euw,264,Challenger,931 LP,Darius,Jax,Ornn,180,263,223,54%
zJyy #yyy,euw,265,Challenger,930 LP,Senna,Janna,Sona,180,157,120,57%
Glory #1301,euw,266,Challenger,930 LP,Karma,Bard,Lulu,112,264,223,54%
Canam #123,euw,267,Challenger,929 LP,Nami,Lulu,Janna,809,142,100,59%
D X D X D X #L AMI,euw,268,Challenger,929 LP,Pyke,Nautilus,Rakan,1165,335,302,53%
Prominence #1414,euw,269,Challenger,929 LP,Viego,Elise,Vi,346,246,201,55%
Marth #ADC,euw,270,Challenger,928 LP,Varus,Caitlyn,Ashe,739,178,134,57%
majd #999,euw,271,Challenger,927 LP,Nidalee,Lee Sin,Graves,143,159,115,58%
TTV Poliko #xdd,euw,272,Challenger,927 LP,Anivia,Orianna,Syndra,213,144,104,58%
tomhardy #ron,euw,273,Challenger,927 LP,Akali,Sylas,Yone,221,145,105,58%
faz #kog,euw,274,Challenger,927 LP,Kog'Maw,Kai'Sa,Ezreal,213,200,148,57%
Kiki #COYG,euw,275,Challenger,926 LP,Skarner,Viego,Volibear,1193,173,126,58%
Ekko the Neeko #EUW,euw,276,Challenger,926 LP,Ekko,Viktor,Ezreal,2047,313,276,53%
Bitse #TTV,euw,277,Challenger,926 LP,Jarvan IV,Skarner,Ivern,1002,293,254,54%
Deptrai #EUW,euw,278,Challenger,926 LP,Karma,Riven,Shen,93,245,184,57%
reo #peace,euw,279,Challenger,925 LP,Sona,,,836,147,105,58%
LeoNaut Phobia #EUW,euw,280,Challenger,924 LP,Rakan,Rell,Alistar,285,238,207,53%
yüzenköfte #EUW,euw,281,Challenger,923 LP,Yone,Orianna,Aurora,733,170,130,57%
TWITCHTV KAGAROO #kag,euw,282,Challenger,923 LP,Trundle,Hecarim,Poppy,65,152,106,59%
Dawidsonek #2137,euw,283,Challenger,922 LP,Nasus,Kayle,Kog'Maw,1410,240,200,55%
Kamiloo #EUW,euw,284,Challenger,921 LP,Aurora,Sylas,Ambessa,802,174,142,55%
ferez #dnzz,euw,285,Challenger,921 LP,Graves,Skarner,Viego,344,342,295,54%
Dekap #EUW,euw,286,Challenger,920 LP,Pyke,Rell,Senna,1137,206,168,55%
이주한 #2001,euw,287,Challenger,920 LP,Caitlyn,Ashe,Hwei,478,111,68,62%
THE GREATEST #xanny,euw,288,Challenger,919 LP,Ashe,Varus,Corki,747,337,304,53%
Grunge #010,euw,289,Challenger,918 LP,Swain,Hwei,Ziggs,905,174,142,55%
Lucky #CHE,euw,290,Challenger,918 LP,Renata Glasc,Pyke,Rell,1108,300,261,53%
Let Me Bleed #Koala,euw,291,Challenger,918 LP,Irelia,Yone,Gwen,47,125,61,67%
KNEEL TO CHAKIB #DADDY,euw,292,Challenger,918 LP,Viego,Elise,Nidalee,178,197,151,57%
universive #EUW,euw,293,Challenger,918 LP,Pyke,Blitzcrank,Nautilus,160,186,140,57%
MORG3NSHTERN #EUW,euw,294,Challenger,913 LP,Nautilus,Braum,Thresh,473,183,142,56%
Zhangchib #EUW,euw,295,Challenger,900 LP,Sylas,Orianna,Hwei,531,119,78,60%
진홍색 하늘 #Efias,euw,296,Challenger,897 LP,Rell,Poppy,Bard,523,176,132,57%
Vento #TAIF,euw,297,Challenger,888 LP,Seraphine,Nautilus,Bard,275,282,248,53%
TWITCHTV suki545 #EUW,euw,298,Challenger,885 LP,Hecarim,Lillia,,59,78,25,76%
SUP Carry #999,euw,299,Challenger,858 LP,Bard,Pyke,Rakan,101,188,154,55%
Ceiling丶Air #9719,euw,300,Challenger,779 LP,Lee Sin,Viktor,Jayce,574,232,185,56%
